"scientificName","scientificNameAuthorship","subtaxonAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","specificEpithet","hybrid","subspecies","variety","establishmentMeans","provincialStatus","nationalStatus","reportingStatus","observation","firstReported","firstReportedBy","Collection.List","firstReportedCollectionNumber","firstReportedGBIF","firstObservediNat","firstObservedBy","firstObservedID","notes","ID","statsCode","firstReportedSource","lastReported","lastReportedBy","lastReportedSource","lastReportedCollectionNumber","recordCount","iNatObservationStatus"
"Rhodymenia californica","Kylin",,"California rose seaweed","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Rhodymeniophycidae",,"Rhodymeniales","",,"Rhodymeniaceae","","","Rhodymenia","californica",,"","",,"unlisted","unlisted","confirmed",,"2007-08-20","Andy Lamb",,"PMLS2021:1278",,,,,"no update, No UBC accession or iNat record to check, but species distribution includes Salish Sea; authority added",133214,"ALG","PMLS","2009-02-14","Andy Lamb","PMLS","PMLS2021:1689",2,"unobserved"
"Rhodymenia pacifica","Kylin",,"Pacific rose seaweed","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Rhodymeniophycidae",,"Rhodymeniales","",,"Rhodymeniaceae","","","Rhodymenia","pacifica",,"","",,"unlisted","unlisted","confirmed",,"2007-10-21","Andy Lamb",,"PMLS2021:1324",,,,,"no update, No UBC accession or iNat record to check, but species distribution includes Salish Sea; authority added",359801,"ALG","PMLS","2013-10-10","Andy Lamb","PMLS","PMLS2021:2162",4,"unobserved"
"Rhoicosphenia marina","(Kützing) M.Schmidt",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Bacillariophycidae",,"Cymbellales","",,"Rhoicospheniaceae","","","Rhoicosphenia","marina",,"","",,"unlisted","unlisted","new 2020",,"2020-07-20","",,"",,,,,"",971400,"ALG","iNaturalist","2020-07-20","","iNaturalist","",1,"observed"
"Rhoikoneis pagoensis","Lobban",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Bacillariophycidae",,"Naviculales","Naviculineae",,"Naviculaceae","","","Rhoikoneis","pagoensis",,"","",,"unlisted","unlisted","new 2020",,"2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt",,"WEBBERETAL2020:114",,,,,"",1509812,"ALG","Webber et al. 2020","2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt","Webber et al. 2020","WEBBERETAL2020:114",1,"unobserved"
"Rosenvingiella polyrhiza","(Rosenvinge) P.C. Silva",,"green alga","Plantae","Chlorophyta","","","Trebouxiophyceae","",,"Prasiolales","",,"Prasiolaceae","","","Rosenvingiella","polyrhiza",,"","",,"unlisted","unlisted","reported",,"1981-11-15","David J. Garbary",,"A64664",,,,,"no update, No UBC accession photo or iNat record to check, but species distribution includes Salish Sea; authority added",410405,"ALG","UBC","1981-11-15","David J. Garbary","UBC","A64664",4,"unobserved"
"Rugulopteryx okamurae","(E.Y.Dawson) I.K.Hwang, W.J.Lee & H.S.Kim",,"Northwest Pacific brown alga","Chromista","Ochrophyta","","","Phaeophyceae","Dictyotophycidae",,"Dictyotales","",,"Dictyotaceae","","Dictyoteae","Rugulopteryx","okamurae",,"","",,"unlisted","unlisted","new 2023",,"2023-06-27","",,"",,,,,"",956931,"ALG","iNaturalist","2023-06-27","","iNaturalist","",1,"observed"
"Saccharina latissima","(L.) C.E. Lane, C. Mayes, Druehl & G.W. Saunders",,"sugar wrack kelp","Chromista","Ochrophyta","","","Phaeophyceae","Fucophycidae",,"Laminariales","",,"Laminariaceae","","","Saccharina","latissima",,"","",,"unlisted","unlisted","confirmed",,"1985-07-29","Andy Lamb",,"PMLS2021:181",,,,,"",130231,"ALG","PMLS","2023-07-03","","iNaturalist","",121,"observed"
"Sarcinochrysis sp.","",,"heterokont alga","Chromista","Ochrophyta","","","Pelagophyceae","",,"Sarcinochrysidales","",,"Sarcinochrysidaceae","","","Sarcinochrysis","",,"","",,"unlisted","unlisted","new 2020",,"2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt",,"WEBBERETAL2020:247",,,,,"",1271924,"ALG","Webber et al. 2020","2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt","Webber et al. 2020","WEBBERETAL2020:247",1,"unobserved"
"Sarcodiotheca furcata","(Setchell & N.L.Gardner) Kylin",,"furcated fleshy red seaweed","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Rhodymeniophycidae",,"Gigartinales","",,"Solieriaceae","","","Sarcodiotheca","furcata",,"","",,"unlisted","unlisted","confirmed",,"2007-10-21","Andy Lamb",,"PMLS2021:1329",,,,,"no update, No UBC accession or iNat record to check, but species distribution includes Salish Sea; authority added",327100,"ALG","PMLS","2023-05-27","Zach Montieth","SCL","17898",4,"observed"
"Sarcodiotheca gaudichaudii","(Montagne) P.W. Gabrielson",,"succulent seaweed","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Rhodymeniophycidae",,"Gigartinales","",,"Solieriaceae","","","Sarcodiotheca","gaudichaudii",,"","",,"unlisted","unlisted","confirmed",,"1996-02-24","Charlie Gibbs",,"PMLS2021:1081",,,,,"",327099,"ALG","PMLS","2023-07-16","","iNaturalist","",37,"observed"
"Sarcophagodes boltonii","(Chunlian Li, Krawczyk, Dabek & Witkowski) C.E.Wetzel, E.Morales & Ector ",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Fragilariophycidae",,"Fragilariales","",,"Fragilariaceae","","","Sarcophagodes","boltonii",,"","",,"unlisted","unlisted","new 2020",,"2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt",,"WEBBERETAL2020:47",,,,,"reported as Gedaniella boltonii",1509810,"ALG","Webber et al. 2020","2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt","Webber et al. 2020","WEBBERETAL2020:47",1,"unobserved"
"Sargassum muticum","(Yendo) Fensholt",,"wireweed","Chromista","Ochrophyta","","","Phaeophyceae","",,"Fucales","",,"Sargassaceae","","","Sargassum","muticum",,"","",,"unlisted","unlisted","confirmed",,"1977-11-27","Michael W. Hawkes",,"A57506",,,,,"",130177,"ALG","UBC","2023-07-16","","iNaturalist","",198,"observed"
"Scagelia occidentalis","(Kylin) E.M. Wollaston",,"red alga","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Rhodymeniophycidae",,"Ceramiales","",,"Ceramiaceae","","","Scagelia","occidentalis",,"","",,"unlisted","unlisted","confirmed",,"1977-11-27","Michael W. Hawkes",,"A57487",,,,,"reported as Scagelia corallina var. occidentale",957344,"ALG","UBC","2023-05-27","Zach Montieth","SCL","17872",3,"unobserved"
"Schizymenia pacifica","(Kylin) Kylin",,"slimy leaf","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Rhodymeniophycidae",,"Gigartinales","",,"Schizymeniaceae","","","Schizymenia","pacifica",,"","",,"unlisted","unlisted","confirmed",,"2006-06-30","Andy Lamb",,"PMLS2021:1148",,,,,"in BioBlitz; Barcoded http://bins.boldsystems.org/index.php/Public_RecordView?processid=ABMMC15146-11",339050,"ALG","PMLS","2023-05-28","","iNaturalist","",20,"observed"
"Scrippsiella sp.","",,"dinoflagellate","Chromista","Miozoa","Myzozoa","Dinoflagellata","Dinophyceae","",,"Peridiniales","",,"Peridiniaceae","","","Scrippsiella","",,"","",,"unlisted","unlisted","new 2020",,"2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt",,"WEBBERETAL2020:234",,,,,"",203644,"ALG","Webber et al. 2020","2023-01-01","Mark Webber, Arjan van Asselt","Webber et al. 2023","WEBBERETAL2023:159",2,"unobserved"
"Scytosiphon lomentaria","(Lyngbye) Link",,"beanweed","Chromista","Ochrophyta","","","Phaeophyceae","Fucophycidae",,"Ectocarpales","",,"Scytosiphonaceae","","","Scytosiphon","lomentaria",,"","",,"unlisted","unlisted","new 2017",,"2017-04-08","",,"",,,,,"",182932,"ALG","iNaturalist","2023-05-28","S.C. Lindstrom","SCL","17903",8,"observed"
"Seminavis robusta","D.B.Danielidis & D.G.Mann 2002",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Bacillariophycidae",,"Naviculales","Naviculineae",,"Naviculaceae","","","Seminavis","robusta",,"","",,"unlisted","unlisted","new 2020",,"2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt",,"WEBBERETAL2020:115",,,,,"",1464071,"ALG","Webber et al. 2020","2023-05-26","Mark Webber, Arjan van Asselt, Elaine Humphrey, Sandra Lindstrom, Laura Parfrey","Galiano BioBlitz 2023","GALIANOBIOBLITZDIATOMS2023:80",3,"unobserved"
"Shionodiscus oestrupii","(Ostenfeld) A.J.Alverson, S.H.Kang & E.C.Theriot",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Thalassiosirophycidae",,"Thalassiosirales","",,"Thalassiosiraceae","","","Shionodiscus","oestrupii",,"","",,"unlisted","unlisted","new 2022",,"2022-07-15","",,"",,,,,"",1429508,"ALG","iNaturalist","2022-07-15","","iNaturalist","",1,"observed"
"Shionodiscus ritscheri","(Hustedt) Alverson, Kang & Theriot",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Thalassiosirophycidae",,"Thalassiosirales","",,"Thalassiosiraceae","","","Shionodiscus","ritscheri",,"","",,"unlisted","unlisted","new 2020",,"2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt",,"WEBBERETAL2020:119",,,,,"",1509812,"ALG","Webber et al. 2020","2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt","Webber et al. 2020","WEBBERETAL2020:119",1,"unobserved"
"Shionodiscus trifultus","(G.Fryxell) A.J.Alverson, S.H.Kang & E.C.Theriot",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Thalassiosirophycidae",,"Thalassiosirales","",,"Thalassiosiraceae","","","Shionodiscus","trifultus",,"","",,"unlisted","unlisted","new 2022",,"2022-04-15","",,"",,,,,"",1430448,"ALG","iNaturalist","2022-04-15","","iNaturalist","",1,"observed"
"Skeletonema costatum","Skeletonema costatum (Greville) Cleve",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Thalassiosirophycidae",,"Thalassiosirales","",,"Skeletonemataceae","","","Skeletonema","costatum",,"","",,"unlisted","unlisted","new 2020",,"2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt",,"WEBBERETAL2020:120",,,,,"",203742,"ALG","Webber et al. 2020","2023-05-26","Mark Webber, Arjan van Asselt, Elaine Humphrey, Sandra Lindstrom, Laura Parfrey","Galiano BioBlitz 2023","GALIANOBIOBLITZDIATOMS2023:82",3,"unobserved"
"Skeletonema japonicum","Zingone & Sarno",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Thalassiosirophycidae",,"Thalassiosirales","",,"Skeletonemataceae","","","Skeletonema","japonicum",,"","",,"unlisted","unlisted","confirmed",,"2005-07-19","",,"",,,,,"",521234,"ALG","iNaturalist","2006-01-21","","iNaturalist","",2,"observed"
"Smithora naiadum","(C.L.Anderson) Hollenberg",,"seagrass laver","Plantae","Rhodophyta","","","Compsopogonophyceae","",,"Erythropeltidales","",,"Erythrotrichiaceae","","","Smithora","naiadum",,"","",,"unlisted","unlisted","confirmed",,"2007-12-15","Andy Lamb",,"PMLS2021:1355",,,,,"no update, No UBC accession or iNat record to check, but species distribution includes Salish Sea; authority added",339024,"ALG","PMLS","2023-06-04","","iNaturalist","",15,"observed"
"Sparlingia pertusa","(Postels & Ruprecht) Kuntze",,"red eyelet silk","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Rhodymeniophycidae",,"Rhodymeniales","",,"Rhodymeniaceae","","","Sparlingia","pertusa",,"","",,"unlisted","unlisted","confirmed",,"1993-05-09","Charlie Gibbs",,"PMLS2021:1053",,,,,"",429855,"ALG","PMLS","2023-05-27","Zach Montieth","SCL","17876",18,"observed"
"Spumella sp.","",,"flagellate","Chromista","Ochrophyta","","","Synurophyceae","",,"Ochromonadales","",,"Ochromonadaceae","","","Spumella","",,"","",,"unlisted","unlisted","new 2020",,"2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt",,"WEBBERETAL2020:174",,,,,"",356397,"ALG","Webber et al. 2020","2023-01-01","Mark Webber, Arjan van Asselt","Webber et al. 2023","WEBBERETAL2023:121",2,"unobserved"
"Stauroneis sp.","",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Bacillariophycidae",,"Naviculales","Naviculineae",,"Stauroneidaceae","","","Stauroneis","",,"","",,"unlisted","unlisted","new 2020",,"2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt",,"WEBBERETAL2020:167",,,,,"",345835,"ALG","Webber et al. 2020","2023-01-01","Mark Webber, Arjan van Asselt","Webber et al. 2023","WEBBERETAL2023:118",2,"unobserved"
"Staurosira construens","Ehrenberg",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Fragilariophycidae",,"Fragilariales","",,"Staurosiraceae","","","Staurosira","construens",,"","",,"unlisted","unlisted","new 2020",,"2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt",,"WEBBERETAL2020:121",,,,,"",345040,"ALG","Webber et al. 2020","2023-05-26","Mark Webber, Arjan van Asselt, Elaine Humphrey, Sandra Lindstrom, Laura Parfrey","Galiano BioBlitz 2023","GALIANOBIOBLITZDIATOMS2023:83",3,"unobserved"
"Stenogramma californicum","Harvey",,"midrib seaweed","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Rhodymeniophycidae",,"Gigartinales","",,"Phyllophoraceae","","","Stenogramma","californicum",,"","",,"unlisted","unlisted","confirmed",,"2007-10-21","Andy Lamb",,"PMLS2021:1328",,,,,"reported as Stenogramma interruptum",497325,"ALG","PMLS","2016-02-07","Andy Lamb","PMLS","PMLS2021:2219",2,"unobserved"
"Stephanocystis geminata","(C.Agardh) Draisma, Ballesteros, F.Rousseau & T.Thibaut",,"northern bladder chain","Chromista","Ochrophyta","","","Phaeophyceae","",,"Fucales","",,"Sargassaceae","","","Stephanocystis","geminata",,"","",,"unlisted","unlisted","confirmed",,"2006-09-28","Andy Lamb",,"PMLS2021:317",,,,,"",866748,"ALG","PMLS","2009-03-20","Andy Lamb","PMLS","PMLS2021:654",2,"unobserved"
"Stephanopyxis nipponica","Gran & Yendo",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Coscinodiscophycidae",,"Melosirales","",,"Stephanopyxidaceae","","","Stephanopyxis","nipponica",,"","",,"unlisted","unlisted","new 2020",,"2020-03-28","",,"",,,,,"",488075,"ALG","iNaturalist","2020-03-28","","iNaturalist","",1,"observed"
"Sternimirus shandongensis","Witkowski & Chunlian Li",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Bacillariophycidae",,"Naviculales","Naviculineae",,"Naviculaceae","","","Sternimirus","shandongensis",,"","",,"unlisted","unlisted","new 2020",,"2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt",,"WEBBERETAL2020:122",,,,,"",1465278,"ALG","Webber et al. 2020","2023-05-26","Mark Webber, Arjan van Asselt, Elaine Humphrey, Sandra Lindstrom, Laura Parfrey","Galiano BioBlitz 2023","GALIANOBIOBLITZDIATOMS2023:84",3,"unobserved"
"Stichococcus sp.","",,"green alga","Plantae","Chlorophyta","","","Trebouxiophyceae","",,"Prasiolales","",,"Prasiolaceae","","","Stichococcus","",,"","",,"unlisted","unlisted","new 2020",,"2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt",,"WEBBERETAL2020:237",,,,,"",494581,"ALG","Webber et al. 2020","2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt","Webber et al. 2020","WEBBERETAL2020:237",1,"unobserved"
"Strombidium sp","",,"ciliate","Chromista","Ciliophora","Intramacronucleata","","Spirotrichea","Oligotrichia",,"Strombidiida","",,"Strombidiidae","","","Strombidium","",,"","",,"unlisted","unlisted","new 2020",,"2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt",,"WEBBERETAL2020:252",,,,,"",739646,"ALG","Webber et al. 2020","2023-01-01","Mark Webber, Arjan van Asselt","Webber et al. 2023","WEBBERETAL2023:169",2,"unobserved"
"Symphyocladiella gracilis","(Kylin) D.Bustamante, B.Y.Won, S.C.Lindstrom & T.O.Cho",,"red alga","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Rhodymeniophycidae",,"Ceramiales","",,"Rhodomelaceae","","","Symphyocladiella","gracilis",,"","",,"unlisted","unlisted","confirmed",,"2011-05-03","G.W. Saunders & K. Hind",,"GWS027410",,,,,"""Symphyocladiella gracilis"" Barcoded; name updated from Pterosiphonia gracilis; for some reason GBIF doesn't have BOLD info here, but this specimen is on BOLD site (but think this isn't supposed to be accessible, doesn't come up when doing public search for this species). Assuming taxonomy uncertain, putting name in quotes.",1339929,"ALG","BOLD","2023-05-27","Zach Montieth","SCL","17881",3,"unobserved"
"Synedra camtschatica","Grunow",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Fragilariophycidae",,"Licmophorales","",,"Ulnariaceae","","","Synedra","camtschatica",,"","",,"unlisted","unlisted","new 2021",,"2021-03-07","",,"",,,,,"",1270294,"ALG","iNaturalist","2021-03-07","","iNaturalist","",1,"observed"
"Tabularia tabulata","(C.Agardh) Snoeijs",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Fragilariophycidae",,"Licmophorales","",,"Ulnariaceae","","","Tabularia","tabulata",,"","",,"unlisted","unlisted","new 2020",,"2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt",,"WEBBERETAL2020:124",,,,,"",996151,"ALG","Webber et al. 2020","2023-05-26","Mark Webber, Arjan van Asselt, Elaine Humphrey, Sandra Lindstrom, Laura Parfrey","Galiano BioBlitz 2023","GALIANOBIOBLITZDIATOMS2023:85",3,"unobserved"
"Thalassionema nitzschioides","(Grunow) Mereschkowsky",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Thalassiosirophycidae",,"Thalassionematales","",,"Thalassionemataceae","","","Thalassionema","nitzschioides",,"","",,"unlisted","unlisted","confirmed",,"2006-01-15","",,"",,,,,"",359995,"ALG","iNaturalist","2007-01-24","","iNaturalist","",3,"observed"
"Thalassiosira angulata","(W.Gregory) Hasle",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Thalassiosirophycidae",,"Thalassiosirales","",,"Thalassiosiraceae","","","Thalassiosira","angulata",,"","",,"unlisted","unlisted","new 2020",,"2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt",,"WEBBERETAL2020:127",,,,,"",996172,"ALG","Webber et al. 2020","2023-05-26","Mark Webber, Arjan van Asselt, Elaine Humphrey, Sandra Lindstrom, Laura Parfrey","Galiano BioBlitz 2023","GALIANOBIOBLITZDIATOMS2023:88",3,"unobserved"
"Thalassiosira angustelineata","(A.W.F.Schmidt) G.Fryxell & Hasle",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Thalassiosirophycidae",,"Thalassiosirales","",,"Thalassiosiraceae","","","Thalassiosira","angustelineata",,"","",,"unlisted","unlisted","confirmed",,"2010-10-19","",,"",,,,,"",470488,"ALG","iNaturalist","2023-05-26","Mark Webber, Arjan van Asselt, Elaine Humphrey, Sandra Lindstrom, Laura Parfrey","Galiano BioBlitz 2023","GALIANOBIOBLITZDIATOMS2023:89",6,"observed"
"Thalassiosira antarctica","Comber",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Thalassiosirophycidae",,"Thalassiosirales","",,"Thalassiosiraceae","","","Thalassiosira","antarctica",,"","",,"unlisted","unlisted","new 2020",,"2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt",,"WEBBERETAL2020:129",,,,,"",1509806,"ALG","Webber et al. 2020","2023-05-26","Mark Webber, Arjan van Asselt, Elaine Humphrey, Sandra Lindstrom, Laura Parfrey","Galiano BioBlitz 2023","GALIANOBIOBLITZDIATOMS2023:90",3,"unobserved"
"Thalassiosira conferta","Hasle",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Thalassiosirophycidae",,"Thalassiosirales","",,"Thalassiosiraceae","","","Thalassiosira","conferta",,"","",,"unlisted","unlisted","new 2022",,"2022-06-25","",,"",,,,,"",1430773,"ALG","iNaturalist","2022-06-25","","iNaturalist","",1,"observed"
"Thalassiosira curviseriata","Takano",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Thalassiosirophycidae",,"Thalassiosirales","",,"Thalassiosiraceae","","","Thalassiosira","curviseriata",,"","",,"unlisted","unlisted","new 2021",,"2021-03-21","",,"",,,,,"",1424977,"ALG","iNaturalist","2021-03-21","","iNaturalist","",1,"observed"
"Thalassiosira eccentrica","(Ehrenberg) Cleve",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Thalassiosirophycidae",,"Thalassiosirales","",,"Thalassiosiraceae","","","Thalassiosira","eccentrica",,"","",,"unlisted","unlisted","new 2020",,"2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt",,"WEBBERETAL2020:130",,,,,"",359996,"ALG","Webber et al. 2020","2023-05-26","Mark Webber, Arjan van Asselt, Elaine Humphrey, Sandra Lindstrom, Laura Parfrey","Galiano BioBlitz 2023","GALIANOBIOBLITZDIATOMS2023:91",5,"observed"
"Thalassiosira gravida","Cleve",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Thalassiosirophycidae",,"Thalassiosirales","",,"Thalassiosiraceae","","","Thalassiosira","gravida",,"","",,"unlisted","unlisted","confirmed",,"2008-10-05","",,"",,,,,"",970151,"ALG","iNaturalist","2023-05-26","Mark Webber, Arjan van Asselt, Elaine Humphrey, Sandra Lindstrom, Laura Parfrey","Galiano BioBlitz 2023","GALIANOBIOBLITZDIATOMS2023:92",9,"observed"
"Thalassiosira lundiana","Fryxell",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Thalassiosirophycidae",,"Thalassiosirales","",,"Thalassiosiraceae","","","Thalassiosira","lundiana",,"","",,"unlisted","unlisted","new 2022",,"2022-06-25","",,"",,,,,"",970152,"ALG","iNaturalist","2022-07-15","","iNaturalist","",2,"observed"
"Thalassiosira minima","Gaarder",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Thalassiosirophycidae",,"Thalassiosirales","",,"Thalassiosiraceae","","","Thalassiosira","minima",,"","",,"unlisted","unlisted","new 2020",,"2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt",,"WEBBERETAL2020:132",,,,,"",1018740,"ALG","Webber et al. 2020","2023-05-26","Mark Webber, Arjan van Asselt, Elaine Humphrey, Sandra Lindstrom, Laura Parfrey","Galiano BioBlitz 2023","GALIANOBIOBLITZDIATOMS2023:93",3,"unobserved"
"Thalassiosira minuscula","Krasske",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Thalassiosirophycidae",,"Thalassiosirales","",,"Thalassiosiraceae","","","Thalassiosira","minuscula",,"","",,"unlisted","unlisted","new 2020",,"2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt",,"WEBBERETAL2020:133",,,,,"",1509808,"ALG","Webber et al. 2020","2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt","Webber et al. 2020","WEBBERETAL2020:133",1,"unobserved"
"Thalassiosira nordenskioeldii","Cleve",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Thalassiosirophycidae",,"Thalassiosirales","",,"Thalassiosiraceae","","","Thalassiosira","nordenskioeldii",,"","",,"unlisted","unlisted","new 2020",,"2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt",,"WEBBERETAL2020:134",,,,,"",359968,"ALG","Webber et al. 2020","2023-05-26","Mark Webber, Arjan van Asselt, Elaine Humphrey, Sandra Lindstrom, Laura Parfrey","Galiano BioBlitz 2023","GALIANOBIOBLITZDIATOMS2023:94",6,"observed"
"Thalassiosira oceanica","Hasle",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Thalassiosirophycidae",,"Thalassiosirales","",,"Thalassiosiraceae","","","Thalassiosira","oceanica",,"","",,"unlisted","unlisted","new 2020",,"2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt",,"WEBBERETAL2020:135",,,,,"",1424975,"ALG","Webber et al. 2020","2023-05-26","Mark Webber, Arjan van Asselt, Elaine Humphrey, Sandra Lindstrom, Laura Parfrey","Galiano BioBlitz 2023","GALIANOBIOBLITZDIATOMS2023:95",3,"unobserved"
"Thalassiosira pacifica","Gran & Angst",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Thalassiosirophycidae",,"Thalassiosirales","",,"Thalassiosiraceae","","","Thalassiosira","pacifica",,"","",,"unlisted","unlisted","new 2020",,"2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt",,"WEBBERETAL2020:136",,,,,"",549893,"ALG","Webber et al. 2020","2023-05-26","Mark Webber, Arjan van Asselt, Elaine Humphrey, Sandra Lindstrom, Laura Parfrey","Galiano BioBlitz 2023","GALIANOBIOBLITZDIATOMS2023:96",5,"observed"
"Thalassiosira profunda","(Hendey) Hasle",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Thalassiosirophycidae",,"Thalassiosirales","",,"Thalassiosiraceae","","","Thalassiosira","profunda",,"","",,"unlisted","unlisted","new 2020",,"2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt",,"WEBBERETAL2020:137",,,,,"",1125471,"ALG","Webber et al. 2020","2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt","Webber et al. 2020","WEBBERETAL2020:137",1,"unobserved"
"Thalassiosira punctigera","(Castracane) Hasle",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Thalassiosirophycidae",,"Thalassiosirales","",,"Thalassiosiraceae","","","Thalassiosira","punctigera",,"","",,"unlisted","unlisted","confirmed",,"2010-12-28","",,"",,,,,"",488947,"ALG","iNaturalist","2023-05-26","Mark Webber, Arjan van Asselt, Elaine Humphrey, Sandra Lindstrom, Laura Parfrey","Galiano BioBlitz 2023","GALIANOBIOBLITZDIATOMS2023:97",6,"observed"
"Thraustochytrium sp.","",,"protist","Chromista","Bigyra","","","Labyrinthulea","",,"Thraustochytriales","",,"Thraustochytriaceae","","","Thraustochytrium","",,"","",,"unlisted","unlisted","new 2020",,"2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt",,"WEBBERETAL2020:219",,,,,"",1449914,"ALG","Webber et al. 2020","2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt","Webber et al. 2020","WEBBERETAL2020:219",1,"unobserved"
"Tintinnopsis sp.","",,"ciliate","Chromista","Ciliophora","Intramacronucleata","","Spirotrichea","Choreotrichia",,"Tintinnida","",,"Codonellidae","","","Tintinnopsis","",,"","",,"unlisted","unlisted","confirmed",,"2005-07-01","",,"",,,,,"",485979,"ALG","iNaturalist","2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt","Webber et al. 2020","WEBBERETAL2020:253",2,"observed"
"Trachyneis aspera","(Ehrenberg) Cleve",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Bacillariophycidae",,"Naviculales","Naviculineae",,"Naviculaceae","","","Trachyneis","aspera",,"","",,"unlisted","unlisted","new 2020",,"2020-08-04","",,"",,,,,"",360011,"ALG","iNaturalist","2020-08-04","","iNaturalist","",1,"observed"
"Trachyneis sp.","",,"diatom","Chromista","Ochrophyta","","","Bacillariophyceae","Bacillariophycidae",,"Naviculales","Naviculineae",,"Naviculaceae","","","Trachyneis","",,"","",,"unlisted","unlisted","new 2020",,"2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt",,"WEBBERETAL2020:142",,,,,"",360014,"ALG","Webber et al. 2020","2020-11-15","Mark Webber, Siobhan Schenck & Arjan van Asselt","Webber et al. 2020","WEBBERETAL2020:142",1,"unobserved"
