"","Taxon","Author","Subtaxon.Author","Common.Name","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Superfamily","Family","Subfamily","Tribe","Genus","Origin","Status","Reporting.Status","Observation","Collected.Reported..y.m.d.","Collector.Source","Collection.List","Accession.Number","GBIF.ID","First.Observed","Observer","iNaturalist.Link","Notes","ID","Stats.Code"
"711","Massalongia carnosa","(Dicks.) Körb.",NA,"rockmoss rosette","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,"Massalongiaceae","",NA,"Massalongia","native","S4 (2010)","confirmed","observed","1974-05-29","Willa J. Noble","UBC","L14340",NA,"2017-03-25","Andrew Simon","https://www.inaturalist.org/observations/5483241","",224470,"LIC"
"712","Nephroma laevigatum","Ach.",NA,"mustard paw","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,"Nephromataceae","",NA,"Nephroma","native","S3S4 (2010)","confirmed","observed","1974-05-31","Willa J. Noble","UBC","L10896",NA,"2016-09-03","Andrew Simon","http://www.inaturalist.org/observations/4030003","",117847,"LIC"
"713","Nephroma parile","(Ach.) Ach.",NA,"powdered paw","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,"Nephromataceae","",NA,"Nephroma","native","S5 (2018)","reported","unobserved","2010-01-26","Terry McIntosh & Curtis Björk","Bryos and Lichens of Mt Sutil Inventory 2010","",NA,"","","","",182501,"LIC"
"714","Nephroma resupinatum","(L.) Ach.",NA,"pimpled paw","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,"Nephromataceae","",NA,"Nephroma","native","S4 (2018)","new 2017","observed","","","","",NA,"2017-10-26","Andrew Simon","https://www.inaturalist.org/observations/8591087","",203975,"LIC"
"715","Fuscopannaria crustacea","P.M. Jørg.",NA,"encrusting crackers","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,"Pannariaceae","",NA,"Fuscopannaria","native","S1S2 (2019)","reported","unobserved","1974-05-31","Willa J. Noble","UBC","L20704",NA,"","","","",220253,"LIC"
"716","Fuscopannaria leprosa","P.M. Jørg. & Tønsberg.",NA,"powdered shingle","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,"Pannariaceae","",NA,"Fuscopannaria","native","unlisted","reported","unobserved","1974-04-21","Willa J. Noble","UBC","L35665",NA,"","","","",220259,"LIC"
"717","Fuscopannaria maritima","P.M. Jørg.",NA,"seaside shingle","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,"Pannariaceae","",NA,"Fuscopannaria","native","S4 (2010)","confirmed","observed","1974-06-01","Willa J. Noble","UBC","L20705",NA,"2017-12-22","Andrew Simon","https://www.inaturalist.org/observations/9237317","",220262,"LIC"
"718","Fuscopannaria praetermissa","(Nyl.) P.M. Jørg.",NA,"thumbs-up shingle","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,"Pannariaceae","",NA,"Fuscopannaria","native","S4 (2010)","confirmed","observed","1974-04-21","Willa J. Noble","UBC","L35656",NA,"2021-05-05","Andrew Simon","https://www.inaturalist.org/observations/77854389","",220265,"LIC"
"719","Peltigera aphthosa","(L.) Willd.",NA,"silver-lined pelt","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,"Peltigeraceae","",NA,"Peltigera","native","S5 (2018)","reported","unobserved","1977-07-24","Teuvo Ahti","UBC","L11159",NA,"","","","",119675,"LIC"
"720","Peltigera britannica","(Gyelnik) Holtan-Hartwig & Tønsb.",NA,"flaky freckle pelt","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,"Peltigeraceae","",NA,"Peltigera","native","S5 (2018)","new 2015","observed","","","","",NA,"2015-03-07","Andrew Simon","http://www.inaturalist.org/observations/2572163","",119677,"LIC"
"721","Peltigera canina","(L.) Willd.",NA,"dog pelt","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,"Peltigeraceae","",NA,"Peltigera","native","S5 (2018)","new 2017","observed","","","","",NA,"2017-10-26","Andrew Simon","https://www.inaturalist.org/observations/8593390","",180500,"LIC"
"722","Peltigera collina","(Ach.) Schrad.",NA,"tree pelt","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,"Peltigeraceae","",NA,"Peltigera","native","S4S5 (2010)","confirmed","observed","1974-06-01","Willa J. Noble","UBC","L1584",NA,"2015-03-13","Lauren Magner & Andrew Simon","http://www.inaturalist.org/observations/2580212","",194736,"LIC"
"723","Peltigera degenii","Gyelnik.",NA,"lustrous pelt","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,"Peltigeraceae","",NA,"Peltigera","native","S4 (2018)","confirmed","observed","1962-06-03","Wilfred B. Schofield","UBC","L6671",NA,"2019-05-27","Andrew Simon","https://www.inaturalist.org/observations/25912190","",179748,"LIC"
"724","Peltigera didactyla","(With.) J.R. Laundon.",NA,"temporary pelt","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,"Peltigeraceae","",NA,"Peltigera","native","S5 (2018)","reported","unobserved","1974-05-31","Willa J. Noble","UBC","L19583",NA,"","","","",180444,"LIC"
"725","Peltigera hymenina","(Ach.) Delise.",NA,"nebulous pelt","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,"Peltigeraceae","",NA,"Peltigera","native","S3S4 (2018)","confirmed","observed","1962-06-04","Wilfred B. Schofield","UBC","L6637",NA,"2017-04-24","Andrew Simon","https://www.inaturalist.org/observations/39130368","",69730,"LIC"
"726","Peltigera leucophlebia","(Nyl.) Gyelnik.",NA,"ruffled freckled pelt","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,"Peltigeraceae","",NA,"Peltigera","native","S5 (2018)","confirmed","observed","1974-05-29","Willa J. Noble","UBC","L3090",NA,"2017-04-02","Andrew Simon","https://www.inaturalist.org/observations/5551327","",119676,"LIC"
"727","Peltigera membranacea","(Ach.) Nyl.",NA,"membranous pelt","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,"Peltigeraceae","",NA,"Peltigera","native","S5 (2018)","confirmed","observed","1974-05-31","Willa J. Noble","UBC","L36200",NA,"2014-09-27","Andrew Simon","http://www.inaturalist.org/observations/2632382","",117858,"LIC"
"728","Peltigera neckeri","Hepp ex Müll.Arg.",NA,"black-saddle pelt","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,"Peltigeraceae","",NA,"Peltigera","native","S4 (2019)","new 2021","observed","","","","",NA,"2021-06-14","Andrew Simon","https://www.inaturalist.org/observations/83096618","",69729,"LIC"
"729","Peltigera neopolydactyla","(Gyeln.) Gyeln.",NA,"undulating pelt","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,"Peltigeraceae","",NA,"Peltigera","native","S4S5 (2010)","confirmed","observed","1977-07-24","Teuvo Ahti","UBC","L11168",NA,"2015-02-12","Lauren Magner & Andrew Simon","http://www.inaturalist.org/observations/2565159","",147374,"LIC"
"730","Peltigera neopolydactyla s.lat.","(Gyeln.) Gyeln.",NA,"would-be carpet pelt","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,"Peltigeraceae","",NA,"Peltigera","native","S4S5 (2010)","new 2016","observed","","","","",NA,"2016-10-07","Andrew Simon","https://www.inaturalist.org/observations/9280500","",NA,"LIC"
"731","Peltigera pacifica","Vitik.",NA,"fringed pelt","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,"Peltigeraceae","",NA,"Peltigera","native","S3S4 (2010)","confirmed","observed","1977-07-24","Teuvo Ahti","UBC","L33466",NA,"2017-04-02","Andrew Simon","https://www.inaturalist.org/observations/5551264","",227392,"LIC"
"732","Peltigera polydactylon","(Neck.) Hoffm.",NA,"pioneer pelt","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,"Peltigeraceae","",NA,"Peltigera","native","S5 (2018)","new 2017","observed","","","","",NA,"2017-04-20","Andrew Simon","https://www.inaturalist.org/observations/5885313","",69728,"LIC"
"733","Peltigera rufescens","(Weiss) Humb.",NA,"black-bellied pelt","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,"Peltigeraceae","",NA,"Peltigera","native","S5 (2010)","confirmed","observed","1974-05-29","Willa J. Noble","UBC","L35908",NA,"2017-03-25","Andrew Simon","https://www.inaturalist.org/observations/5471720","",180448,"LIC"
"734","Peltigera venosa","(L.) Hoffm.",NA,"fan pelt","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Peltigerales",NA,NA,"Peltigeraceae","",NA,"Peltigera","native","S5 (2018)","reported","unobserved","1974-05-31","Willa J. Noble","UBC","L36176",NA,"","","","",194812,"LIC"
"735","Icmadophila ericetorum","(L.) Zahlbr.",NA,"candy lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Ostropomycetidae",NA,"Pertusariales",NA,NA,"Icmadophilaceae","",NA,"Icmadophila","native","unlisted","new 2018","observed","","","","",NA,"2018-11-17","Kevin Toomer","https://www.inaturalist.org/observations/18458029","",119695,"LIC"
"736","Circinaria caesiocinerea","(Nyl. ex Malbr.) Arnold",NA,"crust lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Ostropomycetidae",NA,"Pertusariales",NA,NA,"Megasporaceae","",NA,"Circinaria","native","unlisted","reported","unobserved","1974-05-30","Willa J. Noble","UBC","L36906",NA,"","","","Reported as Rinodina caesiocinerea",462704,"LIC"
"737","Circinaria leprosescens","(Sandst.) A.Nordin, S.Savić & Tibell",NA,"sunken disk lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Ostropomycetidae",NA,"Pertusariales",NA,NA,"Megasporaceae","",NA,"Circinaria","native","unlisted","confirmed","observed","1974-05-29","Willa J. Noble","UBC","L35912",NA,"2020-06-10","Andrew Simon","https://www.inaturalist.org/observations/49195439","Reported as Aspicilia leprosescens",462710,"LIC"
"738","Ochrolechia androgyna","(Hoffm.) Arnold.",NA,"powdery saucer","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Ostropomycetidae",NA,"Pertusariales",NA,NA,"Ochrolechiaceae","",NA,"Ochrolechia","native","unlisted","new 2015","observed","","","","",NA,"2015-03-13","Lauren Magner & Andrew Simon","http://www.inaturalist.org/observations/2585132","",203835,"LIC"
"739","Ochrolechia farinacea","G.E. Howard",NA,"farinose saucer","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Ostropomycetidae",NA,"Pertusariales",NA,NA,"Ochrolechiaceae","",NA,"Ochrolechia","native","unlisted","confirmed","observed","2010-01-26","Terry McIntosh & Curtis Björk","Bryos and Lichens of Mt Sutil Inventory 2010","",NA,"2016-10-20","Andrew Simon","https://www.inaturalist.org/observations/5133500","",226111,"LIC"
"740","Ochrolechia laevigata","(Rasanen) Verseghy ex Brodo",NA,"smooth saucer","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Ostropomycetidae",NA,"Pertusariales",NA,NA,"Ochrolechiaceae","",NA,"Ochrolechia","native","unlisted","confirmed","observed","1977-07-24","Teuvo Ahti","UBC","L6878",NA,"2016-10-16","Andrew Simon","http://www.inaturalist.org/observations/4381767","",179755,"LIC"
"741","Ochrolechia oregonensis","H. Magn.",NA,"double-rimmed saucer","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Ostropomycetidae",NA,"Pertusariales",NA,NA,"Ochrolechiaceae","",NA,"Ochrolechia","native","unlisted","confirmed","observed","1974-05-31","Willa J. Noble","UBC","L36173",NA,"2016-10-13","Sarah Tweedale & Andrew Simon","http://www.inaturalist.org/observations/4343884","",124442,"LIC"
"742","Ochrolechia subpallescens","Verseghy.",NA,"saucer lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Ostropomycetidae",NA,"Pertusariales",NA,NA,"Ochrolechiaceae","",NA,"Ochrolechia","native","unlisted","new 2016","observed","","","","",NA,"2016-11-03","Andrew Simon","https://www.inaturalist.org/observations/5133792","",117862,"LIC"
"743","Ochrolechia upsaliensis","(L.) A. Massal.",NA,"tundra saucer","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Ostropomycetidae",NA,"Pertusariales",NA,NA,"Ochrolechiaceae","",NA,"Ochrolechia","native","unlisted","confirmed","observed","1974-05-29","Willa J. Noble","UBC","L14343",NA,"2018-03-18","Andrew Simon","https://www.inaturalist.org/observations/10306015","",226129,"LIC"
"744","Lepra amara","(Ach.) Nyl.",NA,"bitter wart lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Ostropomycetidae",NA,"Pertusariales",NA,NA,"Pertusariaceae","",NA,"Lepra","native","unlisted","confirmed","observed","1974-05-30","Willa J. Noble","UBC","L35940",NA,"2015-03-04","Andrew Simon","http://www.inaturalist.org/observations/2566370","Reported as Pertusaria amara",630835,"LIC"
"745","Pertusaria subambigens","Dibben",NA,"frosted wart lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Ostropomycetidae",NA,"Pertusariales",NA,NA,"Pertusariaceae","",NA,"Pertusaria","native","unlisted","confirmed","observed","1974-05-31","Willa J. Noble","UBC","L36171",NA,"2017-12-22","Andrew Simon","https://www.inaturalist.org/observations/9239481","",117882,"LIC"
"746","Rhizocarpon bolanderi","(Tuck.) Herre",NA,"map lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Rhizocarpales",NA,NA,"Rhizocarpaceae","",NA,"Rhizocarpon","native","unlisted","reported","unobserved","1974-05-28","Willa J. Noble","UBC","L35875",NA,"","","","",229939,"LIC"
"747","Rhizocarpon distinctum","Th. Fr.",NA,"map lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Rhizocarpales",NA,NA,"Rhizocarpaceae","",NA,"Rhizocarpon","native","unlisted","reported","unobserved","1974-05-29","Willa J. Noble","UBC","L12445",NA,"","","","",229946,"LIC"
"748","Rhizocarpon obscuratum","(Ach.) A. Massal.",NA,"dusky map lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Rhizocarpales",NA,NA,"Rhizocarpaceae","",NA,"Rhizocarpon","native","unlisted","reported","unobserved","1974-06-01","Willa J. Noble","UBC","L36221",NA,"","","","",229966,"LIC"
"749","Blastenia ferruginea","(Huds.) Th. Fr.",NA,"firedot lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Teloschistales",NA,NA,"Teloschistaceae","Caloplacoideae",NA,"Blastenia","native","unlisted","confirmed","observed","2010-01-26","Terry McIntosh & Curtis Björk","Bryos and Lichens of Mt Sutil Inventory 2010","",NA,"2017-02-21","Andrew Simon","https://www.inaturalist.org/observations/5159803","Reported as Caloplaca ferruginea (Huds.) Th. Fr.",462481,"LIC"
"750","Calogaya decipiens","(Arnold) Arup, Frödén & Søchting",NA,"firedot lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Teloschistales",NA,NA,"Teloschistaceae","Xanthorioideae",NA,"Calogaya","native","unlisted","new 2017","observed","","","","",NA,"2017-03-25","Andrew Simon","https://www.inaturalist.org/observations/22642666","",462563,"LIC"
"751","Caloplaca atroflava","(Turner) Mong.",NA,"firedot lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Teloschistales",NA,NA,"Teloschistaceae","Caloplacoideae",NA,"Caloplaca","native","unlisted","reported","unobserved","1974-05-29","Willa J. Noble","UBC","L20695",NA,"","","","",215786,"LIC"
"752","Caloplaca californica","Zahlbr.",NA,"Californian firedot","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Teloschistales",NA,NA,"Teloschistaceae","Caloplacoideae",NA,"Caloplaca","native","unlisted","new 2017","observed","","","","",NA,"2017-05-19","Andrew Simon","https://www.inaturalist.org/observations/9199333","",215791,"LIC"
"753","Flavoplaca citrina","(Hoffm.) Arup, Frödén & Søchting",NA,"","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Teloschistales",NA,NA,"Teloschistaceae","Xanthorioideae",NA,"Flavoplaca","native","SU (2020)","new 2017","observed","","","","",NA,"2017-03-25","Andrew Simon","https://www.inaturalist.org/observations/22597168","",462950,"LIC"
"754","Flavoplaca flavocitrina","(Hoffm.) Arup, Frödén & Søchting",NA,"mealy firedot lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Teloschistales",NA,NA,"Teloschistaceae","Xanthorioideae",NA,"Flavoplaca","native","unlisted","new 2018","observed","","","","",NA,"2018-07-23","Andrew Simon","https://www.inaturalist.org/observations/14675997","on brick and mortar at post office; collect and confirm",462951,"LIC"
"755","Flavoplaca marina","(Wedd.) Arup, Frödén & Søchting",NA,"orange sea lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Teloschistales",NA,NA,"Teloschistaceae","Xanthorioideae",NA,"Flavoplaca","native","unlisted","new 2017","observed","","","","",NA,"2017-03-12","Andrew Simon","https://www.inaturalist.org/observations/5296400","",462953,"LIC"
"756","Gyalolechia xanthostigmoidea","(Räs.) Søchting, Frödén & Arup.",NA,"firedot lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Teloschistales",NA,NA,"Teloschistaceae","Caloplacoideae",NA,"Gyalolechia","native","unlisted","confirmed","observed","2010-01-26","Terry McIntosh & Curtis Björk","Bryos and Lichens of Mt Sutil Inventory 2010","",NA,"2018-08-01","Andrew Simon","https://www.inaturalist.org/observations/15038971","Reported as Caloplaca cf xanthostigmoidea",463077,"LIC"
"757","Leproplaca chrysodeta","(Vain. ex Räsänen) J.R.Laundon",NA,"mustard firedot","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Teloschistales",NA,NA,"Teloschistaceae","Caloplacoideae",NA,"Leproplaca","native","unlisted","new 2015","observed","","","","",NA,"2015-02-22","Andrew Simon","http://www.inaturalist.org/observations/2566221","",463369,"LIC"
"758","Leproplaca obliterans","(Nyl.) Arup, Frödén & Søchting",NA,"firedot lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Teloschistales",NA,NA,"Teloschistaceae","Caloplacoideae",NA,"Leproplaca","native","unlisted","reported","unobserved","1974-06-01","Willa J. Noble","UBC","L36201",NA,"","","","Reported as Caloplaca obliterans",463370,"LIC"
"759","Polycauliona bolacina","(Tuck.) Arup, Frödén & Søchting",NA,"waxy firedot lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Teloschistales",NA,NA,"Teloschistaceae","Xanthorioideae",NA,"Polycauliona","native","unlisted","new 2015","observed","","","","",NA,"2015-08-05","Andrew Simon","http://www.inaturalist.org/observations/2599898","Reported as Caloplaca bolacina",463823,"LIC"
"760","Polycauliona candelaria","(L.) Frödén, Arup, & Søchting",NA,"shrubby sunburst lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Teloschistales",NA,NA,"Teloschistaceae","Xanthorioideae",NA,"Polycauliona","native","S5 (2018)","confirmed","observed","2010-04-17","Kent Brothers","VMS","",NA,"2017-04-14","Kris Krüg","http://inaturalist.ca/observations/5703981","Reported as Xanthoria candelaria",463825,"LIC"
"761","Polycauliona luteominia var. luteominia","(Tuck.) Arup, Frödén & Søchting",NA,"red firedot lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Teloschistales",NA,NA,"Teloschistaceae","Xanthorioideae",NA,"Polycauliona","native","unlisted","confirmed","observed","1974-05-31","Willa J. Noble","UBC","L35910",NA,"2020-06-10","Andrew Simon","https://www.inaturalist.org/observations/49193131","Reported as Caloplaca luteominia var. luteominia",463832,"LIC"
