lichen.genera,life.habit,reference.taxa,in.cephalodia,photobiont.domain,photobiont.kingdom,photobiont.phylum,photobiont.class,photobiont.order,photobionts,reference,note
Lecanora,lichenized,Lecanora muralis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia incrustata,Voytsekhovich & Beck (2016),
Lecanora,lichenized,Lecanora muralis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia incrustata,Beck (2002),
Lecanora,lichenized,Lecanora physciella,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia jamesii,Ruprecht et al. (2012),
Lecanora,lichenized,Lecanora physciella,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia sp. ‘URa3’,Ruprecht et al. (2012),
Lecanora,lichenized,Lecanora polytropa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia australis,Beck (2002),
Lecanora,lichenized,Lecanora polytropa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia jamesii ssp. jamesii,Beck (1999),
Lecanora,lichenized,Lecanora polytropa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia suecica,Beck (2002),
Lecanora,lichenized,Lecanora rupicola,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia decolorans,Blaha et al. (2006),
Lecanora,lichenized,Lecanora rupicola,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia impressa,Blaha et al. (2006),
Lecanora,lichenized,Lecanora rupicola,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia incrustata,Blaha et al. (2006),
Lecanora,lichenized,Lecanora rupicola,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia potteri/flava,Blaha et al. (2006),
Lecanora,lichenized,Lecanora rupicola,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia simplex,Blaha et al. (2006),
Lecanora,lichenized,Lecanora sp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia arboricola,Beck et al. (1998),
Lecanora,lichenized,Lecanora stenotropa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia incrustata,Beck (2002),
Lecanora,lichenized,Lecanora subaurea,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia jamesii ssp. jamesii,Beck (1999),
Lecanora,lichenized,Lecanora subimmergens,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,incertae sedis,Apatococcus lobatus,Watanabe et al. (1997). Maritime lichens. id: LM.,
Lecanora,lichenized,Lecanora subimmergens,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia gelatinosa,Watanabe et al. (1997). Maritime lichens. id: LM,
Lecanora,lichenized,Lecanora swartzii,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia crenulata,Voytsekhovich & Beck (2016),
Lecidea,lichenized,Lecidea andersonii,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia impressa,Ruprecht et al. (2012),
Lecidea,lichenized,Lecidea andersonii,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia sp. ‘URa2’,Ruprecht et al. (2012),
Lecidea,lichenized,Lecidea andersonii,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia sp. ‘URa3’,Ruprecht et al. (2012),
Lecidea,lichenized,Lecidea andersonii,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia sp. ‘URa4’,Ruprecht et al. (2012),
Lecidea,lichenized,Lecidea atrobrunnea,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia impressa,Ruprecht et al. (2012),
Lecidea,lichenized,Lecidea atrobrunnea,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia sp. ‘URa2’,Ruprecht et al. (2012),
Lecidea,lichenized,Lecidea auriculata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia jamesii,Ruprecht et al. (2012),
Lecidea,lichenized,Lecidea berengeriana,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Myrmecia biatorellae,Tschermak-Woess (1988a),
Lecidea,lichenized,Lecidea cancriformis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia A 02,Wagner et al. (2020). Antarctic Dry Valleys.,
Lecidea,lichenized,Lecidea cancriformis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia impressa,Ruprecht et al. (2012),
Lecidea,lichenized,Lecidea cancriformis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia jamesii,Ruprecht et al. (2012),
Lecidea,lichenized,Lecidea cancriformis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia jamesii,"Pérez-Ortega et al. (2012). Hap4, well-supported clade.",
Lecidea,lichenized,Lecidea cancriformis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia sp. ‘URa1’,Ruprecht et al. (2012),
Lecidea,lichenized,Lecidea cancriformis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia sp. ‘URa2’,Ruprecht et al. (2012),
Lecidea,lichenized,Lecidea cancriformis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia sp. ‘URa3’,Ruprecht et al. (2012),
Lecidea,lichenized,Lecidea confluens,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia simplex,Beck (2002),
Lecidea,lichenized,Lecidea epanora,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia simplex,Beck (2002),
Lecidea,lichenized,Lecidea fuscoatra,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Beck (2002),
Lecidea,lichenized,Lecidea fuscoatra,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia sp. ‘URa2’,Ruprecht et al. (2012),
Lecidea,lichenized,Lecidea handelii,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia simplex,Beck (2002),
Lecidea,lichenized,Lecidea inops,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,Chloroidium saccharophilum,Beck (2002),
Lecidea,lichenized,Lecidea lapicida,,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlorosarcinopsis minor,Plessl (1963). Genus polyphyletic (Neustupa 2015).,
Lecidea,lichenized,Lecidea lapicida,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia jamesii,Ruprecht et al. (2012),
Lecidea,lichenized,Lecidea lapicida,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia jamesii ssp. angustilobata,Beck (1999),
Lecidea,lichenized,Lecidea lapicida,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia simplex,Beck (2002),
Lecidea,lichenized,Lecidea lapicida,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia sp. ‘URa2’,Ruprecht et al. (2012),
Lecidea,lichenized,Lecidea lapicida,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia sp. ‘URa3’,Ruprecht et al. (2012),
Lecidea,lichenized,Lecidea lurida,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,"Schaper & Ott (2003). Gotland, Sweden.",
Lecidea,lichenized,Lecidea obluridata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia jamesii,Ruprecht et al. (2012),
Lecidea,lichenized,Lecidea paupercula,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia simplex,Beck (2002),
Lecidea,lichenized,Lecidea plana,,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlorosarcinopsis minor,Plessl (1963). Genus polyphyletic (Neustupa 2015).,
Lecidea,lichenized,Lecidea plana,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Beck (2002),
Lecidea,lichenized,Lecidea polypycnidophora,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia A 02,Wagner et al. (2020). Antarctic Dry Valleys.,
Lecidea,lichenized,Lecidea polypycnidophora,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia sp. ‘URa3’,Ruprecht et al. (2012),
Lecidea,lichenized,Lecidea polytropa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia simplex,Beck (2002),
Lecidea,lichenized,Lecidea silacea,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia jamesii ssp. jamesii,Beck (1999),
Lecidea,lichenized,Lecidea silacea,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia simplex,Beck (2002),
Lecidea,lichenized,Lecidea sp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia jamesii,Voytsekhovich & Beck (2016),
Lecidea,lichenized,Lecidea sp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia sp. ‘URa2’,Ruprecht et al. (2012),
Lecidea,lichenized,Lecidea sp. (endolithic),,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia sp. ‘D11’,de los Ríos et al. (2005). Continental Antarctic.,
Lecidea,lichenized,Lecidea subaurea,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia simplex,Beck (2002),
Lecidea,lichenized,Lecidea tesselata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia impressa,Ruprecht et al. (2012),
Lecidea,lichenized,Lecidea tesselata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia simplex,Beck (2002),
Lecidella,lichenized,Lecidella carpathica,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia impressa,Ruprecht et al. (2012),
Lecidella,lichenized,Lecidella elaeochroma,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia arboricola,Beck et al. (1998),
Lecidella,lichenized,Lecidella enteroleucella,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia higginsiae,Watanabe et al. (1997). Maritime lichens. id: LM,
Lecidella,lichenized,Lecidella greenii,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia A 02,Wagner et al. (2020). Antarctic Dry Valleys.,
Lecidella,lichenized,Lecidella greenii,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia jamesii,Ruprecht et al. (2012),
Lecidella,lichenized,Lecidella greenii,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia sp.,"Pérez-Ortega et al. (2012). Crustose lichens of McMurdo Dry Valleys, probably representing at least two undescribed clades.",
Lecidella,lichenized,Lecidella greenii,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia sp. ‘URa2’,Ruprecht et al. (2012),
Lecidella,lichenized,Lecidella greenii,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia sp. ‘URa3’,Ruprecht et al. (2012),
Lecidella,lichenized,Lecidella pataviana,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trentepohlia sp.,Engelen et al. (2016). Maritime Antarctic.,
Lecidella,lichenized,Lecidella patavina,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia sp. ‘URa3’,Ruprecht et al. (2012),
Lecidella,lichenized,Lecidella siplei,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia jamesii,Ruprecht et al. (2012),
Lecidella,lichenized,Lecidella siplei,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia sp. ‘URa2’,Ruprecht et al. (2012),
Lecidella,lichenized,Lecidella siplei,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia sp. ‘URa3’,Ruprecht et al. (2012),
Lecidella,lichenized,Lecidella stigmatea,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia sp. ‘URa4’,Ruprecht et al. (2012),
Lecidoma,lichenized,,,,,,,,,,
Leciophysma,lichenized,,,,,,,,,,
Leioderma,lichenized,,,,,,,,,,
Lempholemma,lichenized,,,,,,,,,,
Lepra,lichenized,,,,,,,,,,
Lepraria,lichenized,Lepraria achariana,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris friedlii,Kosecka et al. (2021),
Lepraria,lichenized,Lepraria alpina,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris lobophora,Škaloud et al. (2015),
Lepraria,lichenized,Lepraria alpina,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris phycobiontica,Peksa & Škaloud (2011),
Lepraria,lichenized,Lepraria alpina,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008). Formal emendation of genus by Škaloud & Peksa (2010) to include Trebouxia subgen. Eleutherococcus Tschermak-Woess.,
Lepraria,lichenized,Lepraria atromentosa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008),
Lepraria,lichenized,Lepraria borealis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris lobophora,Škaloud et al. (2015),
Lepraria,lichenized,Lepraria borealis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,"Engelen et al. (2010, 2016). Maritime Antarctica.",
Lepraria,lichenized,Lepraria borealis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008). Formal emendation of genus by Škaloud & Peksa (2010) to include Trebouxia subgen. Eleutherococcus Tschermak-Woess.,
Lepraria,lichenized,Lepraria borealis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris woessiae,Škaloud et al. (2015),
Lepraria,lichenized,Lepraria borealis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia jamesii,Engelen et al. (2010). Maritime Antarctica.,
Lepraria,lichenized,Lepraria cacuminum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia sp.,Engelen et al. (2016). Maritime Antarctic.,
Lepraria,lichenized,Lepraria caesiella,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008),
Lepraria,lichenized,Lepraria caesioalba,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris echinata,Škaloud et al. (2015),
Lepraria,lichenized,Lepraria caesioalba,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris excentrica,Škaloud & Peksa (2010),
Lepraria,lichenized,Lepraria caesioalba,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris friedlii,Škaloud et al. (2015),
Lepraria,lichenized,Lepraria caesioalba,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Beck (2002),
Lepraria,lichenized,Lepraria caesioalba,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris leprarii,Škaloud et al. (2015),
Lepraria,lichenized,Lepraria caesioalba,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris lobophora,Škaloud et al. (2015),
Lepraria,lichenized,Lepraria caesioalba,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris phycobiontica,Peksa & Škaloud (2011),
Lepraria,lichenized,Lepraria caesioalba,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008). Formal emendation of genus by Škaloud & Peksa (2010) to include Trebouxia subgen. Eleutherococcus Tschermak-Woess.,
Lepraria,lichenized,Lepraria caesioalba,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008),
Lepraria,lichenized,Lepraria caesioalba,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris woessiae,Škaloud et al. (2015),
Lepraria,lichenized,Lepraria crassissima,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris woessiae,Škaloud et al. (2015),
Lepraria,lichenized,Lepraria cryptovouauxii,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Kosecka et al. (2021),
Lepraria,lichenized,Lepraria finkii,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris friedlii,Kosecka et al. (2021),
Lepraria,lichenized,Lepraria hodkinsoniana,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Kosecka et al. (2021),
Lepraria,lichenized,Lepraria incana,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris gaertneri,Škaloud et al. (2015),
Lepraria,lichenized,Lepraria incana,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008),
Lepraria,lichenized,Lepraria lobificans,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris friedlii,Škaloud et al. (2015),
Lepraria,lichenized,Lepraria lobificans,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008). Formal emendation of genus by Škaloud & Peksa (2010) to include Trebouxia subgen. Eleutherococcus Tschermak-Woess.,
Lepraria,lichenized,Lepraria lobificans,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008),
Lepraria,lichenized,Lepraria neglecta,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris excentrica,Škaloud & Peksa (2010),
Lepraria,lichenized,Lepraria neglecta,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris leprarii,Škaloud et al. (2015),
Lepraria,lichenized,Lepraria neglecta,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris phycobiontica,Škaloud & Peksa (2010),
Lepraria,lichenized,Lepraria neglecta,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris phycobiontica,Peksa & Škaloud (2011),
Lepraria,lichenized,Lepraria neglecta,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008). Formal emendation of genus by Škaloud & Peksa (2010) to include Trebouxia subgen. Eleutherococcus Tschermak-Woess.,
Lepraria,lichenized,Lepraria nigrocincta,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008). Formal emendation of genus by Škaloud & Peksa (2010) to include Trebouxia subgen. Eleutherococcus Tschermak-Woess.,
Lepraria,lichenized,Lepraria nigrocincta,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008),
Lepraria,lichenized,Lepraria nigrocinta,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris woessiae,Škaloud et al. (2015),
Lepraria,lichenized,Lepraria nivalis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008),
Lepraria,lichenized,Lepraria nylanderiana,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008). Formal emendation of genus by Škaloud & Peksa (2010) to include Trebouxia subgen. Eleutherococcus Tschermak-Woess.,
Lepraria,lichenized,Lepraria nylanderiana,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008),
Lepraria,lichenized,Lepraria nylanderiana,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris woessiae,Škaloud et al. (2015),
Lepraria,lichenized,Lepraria rigidula,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris echinata,Škaloud et al. (2015),
Lepraria,lichenized,Lepraria rigidula,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris excentrica,Škaloud & Peksa (2010),
Lepraria,lichenized,Lepraria rigidula,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris gaertneri,Škaloud et al. (2015),
Lepraria,lichenized,Lepraria rigidula,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008). Formal emendation of genus by Škaloud & Peksa (2010) to include Trebouxia subgen. Eleutherococcus Tschermak-Woess.,
Lepraria,lichenized,Lepraria sp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris phycobiontica,Peksa & Škaloud (2011),
Lepraria,lichenized,Lepraria sp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris woessiae,Škaloud et al. (2015),
Lepraria,lichenized,Lepraria spp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008),
Lepraria,lichenized,Lepraria spp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris spp.,Peksa & Škaloud (2011),
Leprocaulon,lichenized,,,,,,,,,,
Leproloma,lichenized,Leproloma sp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Elliptochloris reniformis,"Watanabe et al. (1997); Darienko et al. (2016). Maritime. id: LM, culture.",
Leproloma,lichenized,Leproloma sp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Pseudococcomyxa simplex,"Watanabe et al. (1997). Maritime lichens. id: LM, culture.",
Leproloma,lichenized,Leproloma sp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Myrmecia biatorellae,Watanabe et al. (1997). Maritime lichens. id: LM,
Leproloma,lichenized,Leproloma spp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,incertae sedis,Dictyochloropsis symbiontica,Watanabe et al. (1997). Maritime lichens. id: LM,
Leproloma,lichenized,Leproloma spp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Elliptochloris bilobata,"Aoki et al. (1998). Antarctica. id: LM, culture.",
Leproplaca,lichenized,Leproplaca xantholyta,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia crenulata,Voytsekhovich & Beck (2016),
Leptochidium,lichenized,Leptochidium sp.,,Bacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Nostocales,Rhizonema sp.,Cornejo & Scheidegger (2016); Cornejo et al. (2016). Boreal env. (Newfoundland). Also symbiotic among liverwort Frullania asagrayana.,
