"","Taxon","Taxon Author","Subtaxon Author","Common Name","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Superfamily","Family","Subfamily","Tribe","Genus","Species","Hybrid","Subspecies","Variety","Origin","Provincial Status","National Status","Reporting Status","Observation","Collected/Reported (y-m-d)","Collector/Source","Collection/List","Accession Number","GBIF ID","First Observed","Observer","iNaturalist Link","Notes","ID","Stats Code"
"558","Prunus emarginata var. mollis","(Douglas ex Hook.) D. Dietr.","(Douglas ex Hook.) W.H. Brewer","bitter cherry","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Rosanae","Rosales","","","Rosaceae","Amygdaloideae","Amygdaleae","Prunus","emarginata","","","mollis","native","S5","","new 2019","observed","","","","","","2019-05-05","John D. Reynolds","https://www.inaturalist.org/observations/24870149","","63906","VAS"
"559","Prunus laurocerasus","L.","","cherry-laurel","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Rosanae","Rosales","","","Rosaceae","Amygdaloideae","Amygdaleae","Prunus","laurocerasus","","","","exotic","unlisted","","confirmed","observed","1989-04-06","Gerald B. Straley","UBC","V197833","","2016-05-09","Andrew Simon","http://www.inaturalist.org/observations/3649978","","61432","VAS"
"560","Prunus virginiana","L.","","choke cherry","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Rosanae","Rosales","","","Rosaceae","Amygdaloideae","Amygdaleae","Prunus","virginiana","","","","native","S5","","new 2017","observed","","","","","","2017-04-13","Kris Krüg","http://inaturalist.ca/observations/5677803","","54835","VAS"
"561","Prunus x pugetensis","Jacobson & Zika","","hybrid cherry","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Rosanae","Rosales","","","Rosaceae","Amygdaloideae","Amygdaleae","Prunus","","Prunus x pugetensis","","","exotic","unlisted","","reported","unobserved","2014-05-13","Frank Lomer","UBC","V241908","","","","","backyard of house at corner of Gulf Road and Sturdies Bay Road; anthropogenic. No interest. –QC","170971","VAS"
"562","Pseudognaphalium stramineum","(Kunth) Anderb.","","cotton-batting cudweed","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Asteranae","Asterales","","","Asteraceae","Asteroideae","","Pseudognaphalium","stramineum","","","","native","SU","","confirmed","observed","1905-07-08","Matt Fairbarns","Vascular Plant Survey of a Rock Bluff System on Galiano Island2016(unpublished technical report)","","","2021-07-04","Andrew Simon","https://www.inaturalist.org/observations/85701684","","53089","VAS"
"563","Pseudognaphalium thermale","(E.E. Nelson) G.L. Nesom","","slender cudweed","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Asteranae","Asterales","","","Asteraceae","Asteroideae","","Pseudognaphalium","thermale","","","","native","S4S5","","new 2016","observed","","","","","","2016-06-28","Andrew Simon","http://www.inaturalist.org/observations/3552315","","78765","VAS"
"564","Pseudotsuga menziesii var. menziesii","(Mirb.) Franco","","coast Douglas-fir","Plantae","Tracheophyta","","","Pinopsida","Pinidae","","Pinales","","","Pinaceae","","","Pseudotsuga","menziesii","","","","native","S5","","confirmed","observed","2000-06-12","Hans Roemer","ER 128 Inventory","","","2011-12-22","T. Abe Lloyd","https://www.inaturalist.org/observations/38191922","","63910","VAS"
"565","Psilocarphus tenellus","Nutt.","","slender woolly-heads","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Asteranae","Asterales","","","Asteraceae","Asteroideae","Gnaphalieae","Psilocarphus","tenellus","","","","native","S4 (2019)","","new 2022","observed","","","","","","2022-06-12","Andrew Simon & Frank Lomer","https://www.inaturalist.org/observations/121538572","","53188","VAS"
"566","Pteridium aquilinum ssp. pubescens","(L.) Kuhn","Underw.","hairy brackenfern","Plantae","Tracheophyta","","","Polypodiopsida","Polypodiidae","","Polypodiales","Dennstaedtiineae","","Dennstaedtiaceae","","","Pteridium","aquilinum","","pubescens","","native","S5","","confirmed","observed","1980-04-12","Harvey Janszen","ER 128 Inventory","","","2014-11-30","Lauren Magner & Andrew Simon","http://www.inaturalist.org/observations/2648027","","52681","VAS"
"567","Pterospora andromedea","Nutt.","","woodland pinedrops","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Asteranae","Ericales","","","Ericaceae","Monotropoideae","","Pterospora","andromedea","","","","native","S5 (2019)","","new 2021","observed","","","","","","2021-06-16","Audrey Irvine-Broque","https://www.inaturalist.org/observations/83306196","","52118","VAS"
"568","Puccinellia nutkaensis","(J. Presl) Fernald & Weath.","","Pacific alkaligrass","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Poaceae","Pooideae","","Puccinellia","nutkaensis","","","","native","S5","","reported","unobserved","2001-08-26","Harvey Janszen","Private List Aug 26 2001","","","","","","coastal?","78783","VAS"
"569","Puccinellia nuttalliana","(Schult.) Hitchc.","","Nuttall's alkaligrass","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Poaceae","Pooideae","","Puccinellia","nuttalliana","","","","native","S5","","reported","unobserved","1975-07-18","T. C. Brayshaw","RBCM","V097097","1949546223","","","","Montague; salt marsh","204196","VAS"
"570","Puccinellia pumila","(Vasey) Hitchc.","","dwarf alkaligrass","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Poaceae","Pooideae","","Puccinellia","pumila","","","","native","S5","","reported","unobserved","1979-08-15","Harvey Janszen","RBCM","V097860","1949546934","","","","Montague; salt marsh","78785","VAS"
"571","Pyrola aphylla","Sm.","","leafless wintergreen","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Asteranae","Ericales","","","Ericaceae","Monotropoideae","","Pyrola","aphylla","","","","native","S3 (2019)","","new 2018","observed","","","","","","2016-05-14","Lauren Magner & Andrew Simon","http://www.inaturalist.org/observations/3213200","","630966","VAS"
"572","Pyrola asarifolia","Michx.","","pink wintergreen","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Asteranae","Ericales","","","Ericaceae","Monotropoideae","","Pyrola","asarifolia","","","","native","S4","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","","","2019-05-05","Brian Starzomski","https://www.inaturalist.org/observations/24677380","moist, disturbed areas","78793","VAS"
"573","Pyrola picta","Sm.","","white-veined wintergreen","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Asteranae","Ericales","","","Ericaceae","Monotropoideae","","Pyrola","picta","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","","","2018-05-23","Andrew Simon","https://www.inaturalist.org/observations/12789649","inc. Pyrola aphyllasyn.","62239","VAS"
"574","Pyrus communis","L.","","common pear","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Rosanae","Rosales","","","Rosaceae","","","Pyrus","communis","","","","exotic","unlisted","","new 2016","observed","","","","","","2016-07-18","Andrew Simon","http://www.inaturalist.org/observations/3702255","","63951","VAS"
"575","Quercus garryana var. garryana","Douglas ex Hook.","","Garry oak","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Rosanae","Fagales","","","Fagaceae","","","Quercus","garryana","","","","native","S5","","confirmed","observed","1975-05-31","Angela Wood","RBCM","V097386","1949546607","2011-12-22","T. Abe Lloyd","https://www.inaturalist.org/observations/38191914","","68632","VAS"
"576","Ranunculus acris","L.","","meadow buttercup","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Ranunculanae","Ranunculales","","","Ranunculaceae","Ranunculoideae","Ranunculeae","Ranunculus","acris","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","","","2016-05-13","Andrew Simon","http://www.inaturalist.org/observations/3328649","","56064","VAS"
"577","Ranunculus aquatilis var. diffusus","L.","With.","white water-buttercup","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Ranunculanae","Ranunculales","","","Ranunculaceae","Ranunculoideae","Ranunculeae","Ranunculus","aquatilis","","","diffusus","native","S5","","reported","unobserved","1979-06-08","Harvey Janszen","RBCM","V112752","","","","","floating in lake (sec.L.20)","78817","VAS"
"578","Ranunculus flammula var. reptans","L.","(L.) E. Mey.","lesser spearwort","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Ranunculanae","Ranunculales","","","Ranunculaceae","Ranunculoideae","Ranunculeae","Ranunculus","flammula","","","reptans","native","S5","","confirmed","observed","1979-06-08","Harvey Janszen","RBCM","V120987","","2015-06-05","Lauren Magner & Andrew Simon","http://www.inaturalist.org/observations/2563645","","67826","VAS"
"579","Ranunculus occidentalis var. occidentalis","Nutt.","","western buttercup","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Ranunculanae","Ranunculales","","","Ranunculaceae","Ranunculoideae","Ranunculeae","Ranunculus","occidentalis","","","","native","S5","","confirmed","observed","1975-06-07","Harvey Janszen","RBCM","V097418","1949546344","2015-05-04","Andrew Simon","http://www.inaturalist.org/observations/2567893","reported as Ranunculus occidentalisvar.occidentalis(V097418)","68057","VAS"
"580","Ranunculus repens","L.","","creeping buttercup","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Ranunculanae","Ranunculales","","","Ranunculaceae","Ranunculoideae","Ranunculeae","Ranunculus","repens","","","","exotic","unlisted","","confirmed","observed","1975-06-07","Angela Wood","RBCM","V097236","","2015-03-04","Lauren Magner & Andrew Simon","http://www.inaturalist.org/observations/2568976","","48229","VAS"
"581","Ranunculus sardous","Crantz","","hairy buttercup","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Ranunculanae","Ranunculales","","","Ranunculaceae","Ranunculoideae","Ranunculeae","Ranunculus","sardous","","","","exotic","unlisted","","confirmed","observed","1982-06-05","Harvey Janszen","RBCM","V119243","","2016-05-13","Andrew Simon","http://www.inaturalist.org/observations/3319983","","78832","VAS"
"582","Ranunculus uncinatus","D. Don","","little buttercup","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Ranunculanae","Ranunculales","","","Ranunculaceae","Ranunculoideae","Ranunculeae","Ranunculus","uncinatus","","","","native","S5","","confirmed","observed","1979-06-08","Harvey Janszen","RBCM","V067905","","2016-05-13","Andrew Simon","http://www.inaturalist.org/observations/3319522","","63898","VAS"
"583","Raphanus raphanistrum","L.","","wild radish","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Rosanae","Brassicales","","","Brassicaceae","","","Raphanus","raphanistrum","","","","exotic","unlisted","","confirmed","observed","1975-06-04","Angela Wood","RBCM","V097412","1949546341","2018-06-01","Andrew Simon","https://www.inaturalist.org/observations/13031674","","55411","VAS"
"584","Raphanus sativus","L.","","garden radish","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Rosanae","Brassicales","","","Brassicaceae","","","Raphanus","sativus","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","","","2018-05-08","Andrew Simon","https://www.inaturalist.org/observations/12315531","","55410","VAS"
"585","Rhinanthus minor ssp. minor","L.","","yellow rattle","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Asteranae","Lamiales","","","Orobanchaceae","","","Rhinanthus","minor","","","","native","S4","","reported","unobserved","2001-08-26","Harvey Janszen","Private List Aug 26 2001","","","","","","","61470","VAS"
"586","Rhododendron groenlandicum","(Oeder) Kron & Judd","","Labrador-tea","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Asteranae","Ericales","","","Ericaceae","Ericoideae","","Rhododendron","groenlandicum","","","","native","S5","","confirmed","observed","2000-06-12","Hans Roemer","ER 128 Inventory","","","2016-01-24","Lauren Magner & Andrew Simon","http://www.inaturalist.org/observations/2615109","","180413","VAS"
"587","Rhynchospora alba","(L.) Vahl","","white beak-rush","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Cyperaceae","","","Rhynchospora","alba","","","","native","S5","","confirmed","observed","2000-06-12","Hans Roemer","ER 128 Inventory","","","2020-08-05","Andrew Simon","https://www.inaturalist.org/observations/55633559","","57862","VAS"
"588","Ribes bracteosum","Douglas ex Hook. (unresolved)","","stink currant","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Rosanae","Saxifragales","","","Grossulariaceae","","","Ribes","bracteosum","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","","","2013-04-17","Felix Erhard","http://www.inaturalist.org/observations/2628134","","78852","VAS"
"589","Ribes divaricatum var. divaricatum","Douglas","","wild black gooseberry","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Rosanae","Saxifragales","","","Grossulariaceae","","","Ribes","divaricatum","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","","","2010-08-14","T. Abe Lloyd","https://www.inaturalist.org/observations/37239714","","53448","VAS"
"590","Ribes lacustre","(Pers.) Poir.","","black gooseberry","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Rosanae","Saxifragales","","","Grossulariaceae","","","Ribes","lacustre","","","","native","S5","","new 2017","observed","2017-05-27","Alexander J. Wright","Bioblitz Galiano 2017","","","2019-05-04","laijasmine","https://www.inaturalist.org/observations/24652645","north end of island","78858","VAS"
"591","Ribes lobbii","A. Gray","","gummy gooseberry","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Rosanae","Saxifragales","","","Grossulariaceae","","","Ribes","lobbii","","","","native","S5","","confirmed","observed","1974-04-21","Wilfred B. Schofield","UBC","V156689","","2021-07-26","Adam Huggins","https://www.inaturalist.org/observations/88781542","cut-over area near Bluff Road; garden escape? QC; Harvey suggests it was dispersed by bird","78861","VAS"
"592","Ribes rubrum","L.","","red currant","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Rosanae","Saxifragales","","","Grossulariaceae","","","Ribes","rubrum","","","","exotic","unlisted","","new 2018","observed","","","","","","2018-05-05","Christopher Heffley","https://www.inaturalist.org/observations/12183649","","54431","VAS"
"593","Ribes sanguineum","Pursh","","red-flowering currant","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Rosanae","Saxifragales","","","Grossulariaceae","","","Ribes","sanguineum","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","","","2015-03-21","Lauren Magner & Andrew Simon","http://inaturalist.ca/observations/2605374","","53435","VAS"
"594","Robinia pseudoacacia","L.","","black locust","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Rosanae","Fabales","","","Fabaceae","Faboideae","","Robinia","pseudoacacia","","","","exotic","unlisted","","new 2017","observed","2017-05-27","Alexander J. Wright","Bioblitz Galiano 2017","","","2018-06-03","Christopher Heffley","https://www.inaturalist.org/observations/13101655","https://static.inaturalist.org/photos/19091351/large.jpg?1528079862","56088","VAS"
