Taxon,Taxon.Author,Subtaxon.Author,Common.Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial.Status,National.Status,Reporting.Status,Observation,Collected.Reported..y.m.d.,Collector.Source,Collection.List,Accession.Number,GBIF.ID,First.Observed,Observer,iNaturalist.Link,Notes,ID,Stats.Code,new_year,Reporting.Status.simple,Taxon_std,Phylum_std,status_std,historical_year,observed_year,new_year_std,contribution_year,Observer_std,Collector_std,iNat_link,iNat_ID,Historical_metadata,Phylum_label
Salmacina tribranchiata,"(Moore, 1923)",,three-branch calcareous tubeworm,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Serpulidae,,,Salmacina,tribranchiata,NA,,NA,native,unlisted,,reported,unobserved,2006-11-18,Andy Lamb,PMLS,NA,NA,NA,NA,NA,,194972,WOR,NA,reported,Salmacina tribranchiata,Annelida,reported,2006,NA,NA,NA,NA,Andy Lamb,NA,NA, (PMLS),Segmented worms (Annelida)
Serpula columbiana,"Johnson, 1901",,red-trumpet calcareous tubeworm,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Serpulidae,,,Serpula,columbiana,NA,,NA,native,unlisted,,confirmed,observed,1986-04-08,NA,RBCM,986-00191-010,NA,2015-09-25,Karolle Wall,iNat:3706037,,131207,WOR,NA,confirmed,Serpula columbiana,Annelida,confirmed,1986,2015,NA,2015,Karolle Wall,NA,https://www.inaturalist.org/observations/3706037,3706037," (RBCM, 986-00191-010)",Segmented worms (Annelida)
Cirratulus spectabilis,"(Kinberg, 1866)",,red threads worm,Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Cirratuliformia,,Cirratulidae,,,Cirratulus,spectabilis,NA,,NA,native,unlisted,,reported,unobserved,1986-09-30,NA,RBCM,986-00197-064,1898288225,NA,NA,NA,,1136116,WOR,NA,reported,Cirratulus spectabilis,Annelida,reported,1986,NA,NA,NA,NA,NA,NA,NA," (RBCM, 986-00197-064)",Segmented worms (Annelida)
Dodecaceria concharum,"Örsted, 1843",,coralline-encased filament-worm,Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Cirratuliformia,,Cirratulidae,,,Dodecaceria,concharum,NA,,NA,non-native,unlisted,,confirmed,observed,1999-07-31,Charlie Gibbs,PMLS,NA,NA,2023-06-24,"Dave ""Zeuss"" Cochrane",iNat:169325571,,464813,WOR,NA,confirmed,Dodecaceria concharum,Annelida,confirmed,1999,2023,NA,2023,"Dave ""Zeuss"" Cochrane",Charlie Gibbs,https://www.inaturalist.org/observations/169325571,169325571, (PMLS),Segmented worms (Annelida)
Dodecaceria pacifica,"(Fewkes, 1889)",,fringed filament-worm,Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Cirratuliformia,,Cirratulidae,,,Dodecaceria,pacifica,NA,,NA,native,unlisted,,confirmed,observed,1969-02-21,Andy Lamb,PMLS,NA,NA,2016-02-07,Peter Luckham,iNat:2763488,reported as Dodecaceria fewkesi,1500739,WOR,NA,confirmed,Dodecaceria pacifica,Annelida,confirmed,1969,2016,NA,2016,Peter Luckham,Andy Lamb,https://www.inaturalist.org/observations/2763488,2763488, (PMLS),Segmented worms (Annelida)
Neoamphitrite robusta,"(Johnson, 1901)",,,Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Terebelliformia,,Terebellidae,Terebellinae,,Neoamphitrite,robusta,NA,,NA,,,,new 2022,observed,NA,NA,NA,NA,NA,2022-11-26,Alex Niese,iNat:143065543,,343700,WOR,2022,new,Neoamphitrite robusta,Annelida,new,NA,2022,2022,2022,Alex Niese,NA,https://www.inaturalist.org/observations/143065543,143065543,,Segmented worms (Annelida)
Neoleprea spiralis,"(Johnson, 1901)",,spaghetti worm,Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Terebellomorpha,,Terebellidae,Terebellinae,,Neoleprea,spiralis,NA,,NA,native,unlisted,,reported,unobserved,1986-09-30,NA,RBCM,986-00197-015,1898316402,NA,NA,NA,,1136118,WOR,NA,reported,Neoleprea spiralis,Annelida,reported,1986,NA,NA,NA,NA,NA,NA,NA," (RBCM, 986-00197-015)",Segmented worms (Annelida)
Pista elongata,"Moore, 1909",,basket-top spaghetti worm,Animalia,Annelida,,,Polychaeta,Canalipalpata,,Terebellida,Terebellomorpha,,Terebellidae,Terebellinae,,Pista,elongata,NA,,NA,native,unlisted,,reported,unobserved,1993-08-16,Andy Lamb,PMLS,NA,NA,NA,NA,NA,,338339,WOR,NA,reported,Pista elongata,Annelida,reported,1993,NA,NA,NA,NA,Andy Lamb,NA,NA, (PMLS),Segmented worms (Annelida)
Thelepus sp.,,,curly-head spaghetti worm,Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Terebellomorpha,,Terebellidae,Thelepodinae,,Thelepus,,NA,,NA,,,,confirmed,observed,1985-08-02,Andy Lamb,PMLS,NA,NA,2021-12-05,Andrew Simon,iNat:102592146,,117588,WOR,NA,confirmed,Thelepus sp.,Annelida,confirmed,1985,2021,NA,2021,Andrew Simon,Andy Lamb,https://www.inaturalist.org/observations/102592146,102592146, (PMLS),Segmented worms (Annelida)
Chaetopterus variopedatus complex,"Cuvier, 1827",,U-shaped parchment tubeworm,Animalia,Annelida,,,Polychaeta,Sedentaria,,,,,Chaetopteridae,,,Chaetopterus,variopedatus,NA,,NA,native,unlisted,,reported,unobserved,2006-03-05,Andy Lamb,PMLS,NA,NA,NA,NA,NA,,171303,WOR,NA,reported,Chaetopterus variopedatus complex,Annelida,reported,2006,NA,NA,NA,NA,Andy Lamb,NA,NA, (PMLS),Segmented worms (Annelida)
Spiochaetopterus costarum pottsi,"(Berkeley, 1927)",,jointed three-section tubeworm,Animalia,Annelida,,,Polychaeta,Sedentaria,,,,,Chaetopteridae,,,Spiochaetopterus,costarum,NA,pottsi,NA,native,unlisted,,reported,unobserved,1985-12-07,Andy Lamb,PMLS,NA,NA,NA,NA,NA,misspelled Spiochaeopterus costarum,552559,WOR,NA,reported,Spiochaetopterus costarum pottsi,Annelida,reported,1985,NA,NA,NA,NA,Andy Lamb,NA,NA, (PMLS),Segmented worms (Annelida)
Cryptochiton stelleri,"(Middendorff, 1847)",,giant Pacific chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Cryptoplacoidea,Acanthochitonidae,Cryptochitoninae,,Cryptochiton,stelleri,NA,,NA,native,unlisted,,confirmed,observed,1973-09-20,Andy Lamb,PMLS,NA,NA,2016-04-24,Chessi Miltner,iNat:3684476,,49053,MOL,NA,confirmed,Cryptochiton stelleri,Mollusca,confirmed,1973,2016,NA,2016,Chessi Miltner,Andy Lamb,https://www.inaturalist.org/observations/3684476,3684476, (PMLS),Molluscs (Mollusca)
Lepidozona interstincta,"(Gould, 1852)",,smooth lepidozona,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Chitonina,Chitonoidea,Ischnochitonidae,,,Lepidozona,interstincta,NA,,NA,native,unlisted,,reported,unobserved,1986-09-30,NA,RBCM,986-00197-069,NA,NA,NA,NA,,131231,MOL,NA,reported,Lepidozona interstincta,Mollusca,reported,1986,NA,NA,NA,NA,NA,NA,NA," (RBCM, 986-00197-069)",Molluscs (Mollusca)
Lepidozona mertensii,"(Middendorff, 1847)",,Merten's chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Chitonina,Chitonoidea,Ischnochitonidae,,,Lepidozona,mertensii,NA,,NA,native,unlisted,,confirmed,observed,1995-01-17,Robert Forsyth & Tammy Forsyth,RBCM,002-00070-001,NA,2023-06-24,"Dave ""Zeuss"" Cochrane",iNat:169325937,,117621,MOL,NA,confirmed,Lepidozona mertensii,Mollusca,confirmed,1995,2023,NA,2023,"Dave ""Zeuss"" Cochrane",Robert Forsyth & Tammy Forsyth,https://www.inaturalist.org/observations/169325937,169325937," (RBCM, 002-00070-001)",Molluscs (Mollusca)
Lepidozona trifida,"(Carpenter, 1864)",,three-rib chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Chitonina,Chitonoidea,Ischnochitonidae,,,Lepidozona,trifida,NA,,NA,native,unlisted,,reported,unobserved,1999-07-31,Charlie Gibbs,PMLS,NA,NA,NA,NA,NA,,500743,MOL,NA,reported,Lepidozona trifida,Mollusca,reported,1999,NA,NA,NA,NA,Charlie Gibbs,NA,NA, (PMLS),Molluscs (Mollusca)
Tripoplax trifida,"(P. P. Carpenter, 1864)",,three-rib chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Chitonina,Chitonoidea,Ischnochitonidae,,,Tripoplax,trifida,NA,,NA,native,unlisted,,reported,unobserved,1999-07-31,Charlie Gibbs,PMLS,NA,NA,NA,NA,NA,,1174737,MOL,NA,reported,Tripoplax trifida,Mollusca,reported,1999,NA,NA,NA,NA,Charlie Gibbs,NA,NA, (PMLS),Molluscs (Mollusca)
Lepidochitona sp.,,,chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Lepidochitonidae,,,Lepidochitona,,NA,,NA,,,,reported,unobserved,1893-06-01,Charles Newcombe,RBCM,991-00066-001,1898303601,NA,NA,NA,,130883,MOL,NA,reported,Lepidochitona sp.,Mollusca,reported,1893,NA,NA,NA,NA,Charles Newcombe,NA,NA," (RBCM, 991-00066-001)",Molluscs (Mollusca)
Katharina tunicata,"(Wood, 1815)",,black leather chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Katharina,tunicata,NA,,NA,native,unlisted,,confirmed,observed,1993-08-16,Andy Lamb,PMLS,NA,NA,2019-04-29,Andrew Simon,iNat:24824671,,47632,MOL,NA,confirmed,Katharina tunicata,Mollusca,confirmed,1993,2019,NA,2019,Andrew Simon,Andy Lamb,https://www.inaturalist.org/observations/24824671,24824671, (PMLS),Molluscs (Mollusca)
Mopalia ciliata,"(G. B. Sowerby II, 1840)",,northern hairy chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,ciliata,NA,,NA,native,unlisted,,confirmed,observed,1999-07-31,Charlie Gibbs,PMLS,NA,NA,2019-05-04,Isabelle M. Côté,iNat:129151035,Formerly reported as Mopalia kennerelyi,360858,MOL,NA,confirmed,Mopalia ciliata,Mollusca,confirmed,1999,2019,NA,2019,Isabelle M. Côté,Charlie Gibbs,https://www.inaturalist.org/observations/129151035,129151035, (PMLS),Molluscs (Mollusca)
Mopalia hindsii,"(Reeve, 1847)",,Hind's mopalia,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,hindsii,NA,,NA,native,unlisted,,confirmed,observed,1999-07-31,Charlie Gibbs,PMLS,NA,NA,2009-07-23,Karolle Wall,iNat:97205562,,51725,MOL,NA,confirmed,Mopalia hindsii,Mollusca,confirmed,1999,2009,NA,2009,Karolle Wall,Charlie Gibbs,https://www.inaturalist.org/observations/97205562,97205562, (PMLS),Molluscs (Mollusca)
Mopalia kennerleyi,"Carpenter, 1864",,northern hairy chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,kennerleyi,NA,,NA,native,unlisted,,reported,unobserved,1999-07-31,Charlie Gibbs,PMLS,NA,NA,NA,NA,NA,,360858,MOL,NA,reported,Mopalia kennerleyi,Mollusca,reported,1999,NA,NA,NA,NA,Charlie Gibbs,NA,NA, (PMLS),Molluscs (Mollusca)
Mopalia lignosa,"(Gould, 1846)",,woody chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,lignosa,NA,,NA,native,unlisted,,confirmed,observed,1986-09-30,NA,RBCM,986-00197-070,NA,2018-08-10,Karolle Wall,iNat:15726095,,51724,MOL,NA,confirmed,Mopalia lignosa,Mollusca,confirmed,1986,2018,NA,2018,Karolle Wall,NA,https://www.inaturalist.org/observations/15726095,15726095," (RBCM, 986-00197-070)",Molluscs (Mollusca)
Mopalia muscosa,"(Gould, 1846)",,mossy chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,muscosa,NA,,NA,native,unlisted,,confirmed,observed,2008-10-10,Andy Lamb,PMLS,NA,NA,2017-05-26,Kris Krüg,iNat:6371640,,117633,MOL,NA,confirmed,Mopalia muscosa,Mollusca,confirmed,2008,2017,NA,2017,Kris Krüg,Andy Lamb,https://www.inaturalist.org/observations/6371640,6371640, (PMLS),Molluscs (Mollusca)
Mopalia phorminx,"Berry, 1919",,feathery mopalia,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,phorminx,NA,,NA,native,unlisted,,reported,unobserved,2019-03-17,Andy Lamb,PMLS,NA,NA,NA,NA,NA,,977159,MOL,NA,reported,Mopalia phorminx,Mollusca,reported,2019,NA,NA,NA,NA,Andy Lamb,NA,NA, (PMLS),Molluscs (Mollusca)
Mopalia sinuata,"Carpenter, 1864",,dwarf hairy mopalia,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,sinuata,NA,,NA,native,unlisted,,reported,unobserved,2019-03-17,Andy Lamb,PMLS,NA,NA,NA,NA,NA,,429863,MOL,NA,reported,Mopalia sinuata,Mollusca,reported,2019,NA,NA,NA,NA,Andy Lamb,NA,NA, (PMLS),Molluscs (Mollusca)
Mopalia spectabilis,"I.M. Cowan & G.M. Cowan, 1977",,red-flecked mopalia,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,spectabilis,NA,,NA,native,unlisted,,confirmed,observed,1999-05-04,Andy Lamb,PMLS,NA,NA,2016-05-25,Karolle Wall,iNat:4052033,,364026,MOL,NA,confirmed,Mopalia spectabilis,Mollusca,confirmed,1999,2016,NA,2016,Karolle Wall,Andy Lamb,https://www.inaturalist.org/observations/4052033,4052033, (PMLS),Molluscs (Mollusca)
Mopalia swanii,"Carpenter, 1864",,Swan's mopalia,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,swanii,NA,,NA,native,unlisted,,confirmed,observed,1986-09-30,NA,RBCM,986-00197-071,NA,2021-12-05,Andrew Simon,iNat:102592160,,339904,MOL,NA,confirmed,Mopalia swanii,Mollusca,confirmed,1986,2021,NA,2021,Andrew Simon,NA,https://www.inaturalist.org/observations/102592160,102592160," (RBCM, 986-00197-071)",Molluscs (Mollusca)
Mopalia vespertina,"(Gould, 1852)",,smooth mopalia,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,vespertina,NA,,NA,native,unlisted,,confirmed,observed,1973-04-20,Ian McTaggart-Cowan,RBCM,988-00095-001,NA,2017-05-26,Kris Krüg,iNat:6390299,,364027,MOL,NA,confirmed,Mopalia vespertina,Mollusca,confirmed,1973,2017,NA,2017,Kris Krüg,Ian McTaggart-Cowan,https://www.inaturalist.org/observations/6390299,6390299," (RBCM, 988-00095-001)",Molluscs (Mollusca)
Placiphorella rufa,"Berry, 1917",,red veiled-chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Placiphorella,rufa,NA,,NA,native,unlisted,,reported,unobserved,2006-11-18,Andy Lamb,PMLS,NA,NA,NA,NA,NA,,547332,MOL,NA,reported,Placiphorella rufa,Mollusca,reported,2006,NA,NA,NA,NA,Andy Lamb,NA,NA, (PMLS),Molluscs (Mollusca)
Placiphorella velata,"(M.S. Carpenter, Dall, 1879)",,veiled-chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Placiphorella,velata,NA,,NA,native,unlisted,,reported,unobserved,2011-11-18,Andy Lamb,PMLS,NA,NA,NA,NA,NA,,55354,MOL,NA,reported,Placiphorella velata,Mollusca,reported,2011,NA,NA,NA,NA,Andy Lamb,NA,NA, (PMLS),Molluscs (Mollusca)
Cyanoplax dentiens,"(Gould, 1846)",,Gould’s baby chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Tonicellidae,Tonicellinae,,Cyanoplax,dentiens,NA,,NA,native,unlisted,,new 2017,observed,NA,NA,NA,NA,NA,2017-05-14,Scott Gilmore,iNat:6223676,,71241,MOL,2017,new,Cyanoplax dentiens,Mollusca,new,NA,2017,2017,2017,Scott Gilmore,NA,https://www.inaturalist.org/observations/6223676,6223676,,Molluscs (Mollusca)
Cyanoplax hartwegii,"(P. P. Carpenter, 1856)",,Hartweg's chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Tonicellidae,Tonicellinae,,Cyanoplax,hartwegii,NA,,NA,native,unlisted,,new 2023,observed,NA,NA,NA,NA,NA,2023-05-31,KGW,iNat:164859960,,131185,MOL,2023,new,Cyanoplax hartwegii,Mollusca,new,NA,2023,2023,2023,KGW,NA,https://www.inaturalist.org/observations/164859960,164859960,,Molluscs (Mollusca)
Tonicella cf undocaerulea,,,blue lined chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Tonicellidae,Tonicellinae,,Tonicella,undocaerulea,NA,,NA,,,,new 2015,observed,NA,NA,NA,NA,NA,2015-09-25,Karolle Wall,iNat:4031847,,194021,MOL,2015,new,Tonicella cf undocaerulea,Mollusca,new,NA,2015,2015,2015,Karolle Wall,NA,https://www.inaturalist.org/observations/4031847,4031847,,Molluscs (Mollusca)
Tonicella insignis,"(Reeve, 1847)",,white-line chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Tonicellidae,Tonicellinae,,Tonicella,insignis,NA,,NA,native,unlisted,,confirmed,observed,1973-06-14,Philip Lambert,RBCM,973-00137-004,1898274711,2019-05-04,Isabelle M. Côté,iNat:129284396,,498132,MOL,NA,confirmed,Tonicella insignis,Mollusca,confirmed,1973,2019,NA,2019,Isabelle M. Côté,Philip Lambert,https://www.inaturalist.org/observations/129284396,129284396," (RBCM, 973-00137-004)",Molluscs (Mollusca)
Tonicella lineata,"(Wood, 1815)",,lined chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Tonicellidae,Tonicellinae,,Tonicella,lineata,NA,,NA,native,unlisted,,confirmed,observed,1995-01-17,Robert Forsyth & Tammy Forsyth,RBCM,002-00070-003,1898301747,2016-06-06,Chessi Miltner,iNat:3598644,,47425,MOL,NA,confirmed,Tonicella lineata,Mollusca,confirmed,1995,2016,NA,2016,Chessi Miltner,Robert Forsyth & Tammy Forsyth,https://www.inaturalist.org/observations/3598644,3598644," (RBCM, 002-00070-003)",Molluscs (Mollusca)
Terebratalia transversa,"(Sowerby, 1846)",,transverse lamp shell,Animalia,Brachiopoda,Rhychonelliformea,,Rhynchonellata,,,Terebratulida,Terebratellidina,Laqueoidea,Terebrataliidae,Terebrataliinae,,Terebratalia,transversa,NA,,NA,native,unlisted,,reported,unobserved,1981-05-31,Andy Lamb,PMLS,NA,NA,NA,NA,NA,,122157,LOP,NA,reported,Terebratalia transversa,Brachiopoda,reported,1981,NA,NA,NA,NA,Andy Lamb,NA,NA, (PMLS),Lamp shells (Brachiopoda)
Sagittoidea,,,arrow worm,Animalia,Chaetognatha,,,Sagittoidea,,,,,,,,,Sagittoidea,,NA,,NA,,,,reported,unobserved,1995-02-23,Charlie Gibbs,PMLS,NA,NA,NA,NA,NA,,246116,WOR,NA,reported,Sagittoidea,Chaetognatha,reported,1995,NA,NA,NA,NA,Charlie Gibbs,NA,NA, (PMLS),Arrow worms (Chaetognatha)
Rhabdus rectius,"(Carpenter, 1864)",,straight tuskshell,Animalia,Mollusca,,,Scaphopoda,,,Dentaliida,,,Rhabdidae,,,Rhabdus,rectius,NA,,NA,native,unlisted,,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,976-01146-005,1898302624,NA,NA,NA,,957345,MOL,NA,reported,Rhabdus rectius,Mollusca,reported,1961,NA,NA,NA,NA,Ian McTaggart-Cowan,NA,NA," (RBCM, 976-01146-005)",Molluscs (Mollusca)
Gadila aberrans,"(Whiteaves, 1887)",,aberrant toothshell,Animalia,Mollusca,,,Scaphopoda,,,Gadilida,Gadilimorpha,,Gadilidae,,,Gadila,aberrans,NA,,NA,native,unlisted,,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03327,1898278030,NA,NA,NA,,509660,MOL,NA,reported,Gadila aberrans,Mollusca,reported,1961,NA,NA,NA,NA,Ian McTaggart-Cowan,NA,NA," (RBCM, 979-03327)",Molluscs (Mollusca)
Cyanea ferruginea,"Eschscholtz, 1829",,lion's mane,Animalia,Cnidaria,,,Scyphozoa,Discomedusae,,Semaeostomeae,,,Cyaneidae,,,Cyanea,ferruginea,NA,,NA,native,unlisted,,confirmed,observed,1999-10-02,Andy Lamb,PMLS,NA,NA,2005-08-08,Karolle Wall,iNat:97172675,reported as Cyanea capillata,786996,CNI,NA,confirmed,Cyanea ferruginea,Cnidaria,confirmed,1999,2005,NA,2005,Karolle Wall,Andy Lamb,https://www.inaturalist.org/observations/97172675,97172675, (PMLS),"Jellyfish, corals & anemones (Cnidaria)"
Phacellophora camtschatica,"Brandt, 1835",,fried egg jellyfish,Animalia,Cnidaria,,,Scyphozoa,Discomedusae,,Semaeostomeae,,,Phacellophoridae,,,Phacellophora,camtschatica,NA,,NA,native,unlisted,,confirmed,observed,1994-09-10,Andy Lamb,PMLS,NA,NA,2016-06-01,Adam Huggins,iNat:3369535,,52966,CNI,NA,confirmed,Phacellophora camtschatica,Cnidaria,confirmed,1994,2016,NA,2016,Adam Huggins,Andy Lamb,https://www.inaturalist.org/observations/3369535,3369535, (PMLS),"Jellyfish, corals & anemones (Cnidaria)"
Aurelia labiata,"Chamisso & Eysenhardt, 1821",,moon jelly,Animalia,Cnidaria,,,Scyphozoa,Discomedusae,,Semaeostomeae,,,Ulmaridae,Aureliinae,,Aurelia,labiata,NA,,NA,native,unlisted,,confirmed,observed,1996-09-28,Charlie Gibbs,PMLS,NA,NA,2015-06-21,Karolle Wall,iNat:3706338,,130235,CNI,NA,confirmed,Aurelia labiata,Cnidaria,confirmed,1996,2015,NA,2015,Karolle Wall,Charlie Gibbs,https://www.inaturalist.org/observations/3706338,3706338, (PMLS),"Jellyfish, corals & anemones (Cnidaria)"
Golfingia vulgaris,"(de Blainville, 1827)",,brown peanut worm,Animalia,Sipuncula,,,Sipunculidea,,,Golfingiida,,,Golfingiidae,,,Golfingia,vulgaris,NA,,NA,native,unlisted,,reported,unobserved,2007-12-15,Andy Lamb,PMLS,NA,NA,NA,NA,NA,,874030,WOR,NA,reported,Golfingia vulgaris,Sipuncula,reported,2007,NA,NA,NA,NA,Andy Lamb,NA,NA, (PMLS),Peanut worms (Sipuncula)
Crisia sp.,,,white tuft bryozoans,Animalia,Bryozoa,,,Stenolaemata,,,Cyclostomatida,Articulina,,Crisiidae,,,Crisia,,NA,,NA,,,,reported,unobserved,1985-07-29,Andy Lamb,PMLS,NA,NA,NA,NA,NA,,192680,LOP,NA,reported,Crisia sp.,Bryozoa,reported,1985,NA,NA,NA,NA,Andy Lamb,NA,NA, (PMLS),Moss animals (Bryozoa)
Diaperoforma californica,"(d'Orbigny, 1853)",,southern staghorn bryozoan,Animalia,Bryozoa,,,Stenolaemata,,,Cyclostomatida,Tubuliporina,,Diaperoeciidae,,,Diaperoforma,californica,NA,,NA,native,unlisted,,confirmed,observed,1985-12-07,Andy Lamb,PMLS,NA,NA,2023-06-27,"Dave ""Zeuss"" Cochrane",iNat:169897164,,345872,LOP,NA,confirmed,Diaperoforma californica,Bryozoa,confirmed,1985,2023,NA,2023,"Dave ""Zeuss"" Cochrane",Andy Lamb,https://www.inaturalist.org/observations/169897164,169897164, (PMLS),Moss animals (Bryozoa)
Heteropora alaskensis,"Borg, 1933",,delicate staghorn bryozoan,Animalia,Bryozoa,,,Stenolaemata,,,Cyclostomatida,Cerioporina,,Heteroporidae,,,Heteropora,alaskensis,NA,,NA,native,unlisted,,reported,unobserved,2008-07-19,Andy Lamb,PMLS,NA,NA,NA,NA,NA,,873902,LOP,NA,reported,Heteropora alaskensis,Bryozoa,reported,2008,NA,NA,NA,NA,Andy Lamb,NA,NA, (PMLS),Moss animals (Bryozoa)
Heteropora pacifica,"Borg, 1933",,northern staghorn bryozoan,Animalia,Bryozoa,,,Stenolaemata,,,Cyclostomatida,Cerioporina,,Heteroporidae,,,Heteropora,pacifica,NA,,NA,native,unlisted,,confirmed,observed,1971-08-21,Andy Lamb,PMLS,NA,NA,2023-05-27,"Dave ""Zeuss"" Cochrane",iNat:164585579,,465163,LOP,NA,confirmed,Heteropora pacifica,Bryozoa,confirmed,1971,2023,NA,2023,"Dave ""Zeuss"" Cochrane",Andy Lamb,https://www.inaturalist.org/observations/164585579,164585579, (PMLS),Moss animals (Bryozoa)
Disporella separata,"Osburn, 1953",,purple encrusting bryozoan,Animalia,Bryozoa,,,Stenolaemata,,,Cyclostomatida,Rectangulata,,Lichenoporidae,,,Disporella,separata,NA,,NA,native,unlisted,,reported,unobserved,1997-04-15,Donna Gibbs,PMLS,NA,NA,NA,NA,NA,,465160,LOP,NA,reported,Disporella separata,Bryozoa,reported,1997,NA,NA,NA,NA,Donna Gibbs,NA,NA, (PMLS),Moss animals (Bryozoa)
Euplokamis dunlapae,"Mills, 1987",,oval sea gooseberry,Animalia,Ctenophora,,,Tentaculata,,,Cydippida,,,Euplokamidae,,,Euplokamis,dunlapae,NA,,NA,native,unlisted,,confirmed,observed,1995-02-25,Charlie Gibbs,PMLS,NA,NA,2021-02-19,"Dave ""Zeuss"" Cochrane",iNat:69845920,,873875,CNI,NA,confirmed,Euplokamis dunlapae,Ctenophora,confirmed,1995,2021,NA,2021,"Dave ""Zeuss"" Cochrane",Charlie Gibbs,https://www.inaturalist.org/observations/69845920,69845920, (PMLS),Comb jellies (Ctenophora)
Pleurobrachia bachei,"A. Agassiz, 1860",,sea gooseberry,Animalia,Ctenophora,,,Tentaculata,,,Cydippida,,,Pleurobrachiidae,,,Pleurobrachia,bachei,NA,,NA,native,unlisted,,confirmed,observed,1981-05-31,Andy Lamb,PMLS,NA,NA,2011-05-17,Karolle Wall,iNat:4028653,,117705,CNI,NA,confirmed,Pleurobrachia bachei,Ctenophora,confirmed,1981,2011,NA,2011,Karolle Wall,Andy Lamb,https://www.inaturalist.org/observations/4028653,4028653, (PMLS),Comb jellies (Ctenophora)
