"","Family","Full.Species","Infra.taxa","Habitat","Islands","Island.Size..min..max.","Typical.Cover","Date.First.Seen","Date.Last.Seen","Notes","iNat_taxon","iNat_Family"
"980","Selaginellaceae","Selaginella wallacei Hieron.","","Open",78,NA,NA,NA,NA,NA,"Selaginella wallacei","Selaginellaceae"
"981","Solanaceae","Solanum dulcamara L.*","","Open",5,NA,NA,NA,NA,NA,"Solanum dulcamara","Solanaceae"
"982","Solanaceae","Solanum physalifolium Rusby*","","Open",1,NA,NA,NA,NA,NA,"Solanum physalifolium","Solanaceae"
"983","Solanaceae","Solanum triflorum Nutt.*","","Open",1,NA,NA,NA,NA,NA,"Solanum triflorum","Solanaceae"
"984","Taxaceae","Taxus brevifolia Nutt.","","Forest",30,NA,NA,NA,NA,NA,"Taxus brevifolia","Taxaceae"
"985","Thymelaeaceae","Daphne laureola L.*","","Open",13,NA,NA,NA,NA,NA,"Daphne laureola","Thymelaeaceae"
"986","Typhaceae","Sparganium angustifolium Michx.","","Wetland",4,NA,NA,NA,NA,NA,"Sparganium angustifolium","Typhaceae"
"987","Typhaceae","Sparganium emersum Rehmann","","Wetland",2,NA,NA,NA,NA,NA,"Sparganium emersum","Typhaceae"
"988","Typhaceae","Sparganium eurycarpum Engelm.","","Wetland",1,NA,NA,NA,NA,NA,"Sparganium eurycarpum","Typhaceae"
"989","Typhaceae","Typha angustifolia L.*","","Wetland",3,NA,NA,NA,NA,NA,"Typha angustifolia","Typhaceae"
"990","Typhaceae","Typha latifolia L.","","Wetland",9,NA,NA,NA,NA,NA,"Typha latifolia","Typhaceae"
"991","Ulmaceae","Ulmus procera Salisb.*","","Forest",3,NA,NA,NA,NA,NA,"Ulmus minor","Ulmaceae"
"992","Urticaceae","Urtica dioica L.","ssp. gracilis","Forest",38,NA,NA,NA,NA,NA,"Urtica dioica","Urticaceae"
"993","Urticaceae","Urtica urens L.*","","Open",1,NA,NA,NA,NA,NA,"Urtica urens","Urticaceae"
"994","Valerianaceae","Centranthus ruber (L.) DC.*","","Open",1,NA,NA,NA,NA,NA,"Centranthus ruber","Caprifoliaceae"
"995","Valerianaceae","Plectritis brachystemon Fisch. & C.A. Mey.","","Open",3,NA,NA,NA,NA,NA,"Plectritis congesta brachystemon","Caprifoliaceae"
"996","Valerianaceae","Plectritis congesta (Lindl.) DC.","","Open",68,NA,NA,NA,NA,NA,"Plectritis congesta","Caprifoliaceae"
"997","Valerianaceae","Valeriana scouleri Rydb.","","Forest",3,NA,NA,NA,NA,NA,"Valeriana sitchensis scouleri","Caprifoliaceae"
"998","Valerianaceae","Valerianella locusta (L.) Laterr.*","","Open",4,NA,NA,NA,NA,NA,"Valerianella locusta","Caprifoliaceae"
"999","Violaceae","Viola adunca Sm.","","Open",3,NA,NA,NA,NA,NA,"Viola adunca","Violaceae"
"1000","Violaceae","Viola glabella Nutt.","","Forest",2,NA,NA,NA,NA,NA,"Viola glabella","Violaceae"
"1001","Violaceae","Viola howellii A. Gray","","Forest",2,NA,NA,NA,NA,NA,"Viola howellii","Violaceae"
"1002","Violaceae","Viola langsdorffii Fisch. ex Ging.","","Wetland",1,NA,NA,NA,NA,NA,"Viola langsdorffii","Violaceae"
"1003","Violaceae","Viola macloskeyi F.E. Lloyd","","Wetland",1,NA,NA,NA,NA,NA,"Viola macloskeyi","Violaceae"
"1004","Violaceae","Viola odorata L.*","","Forest",1,NA,NA,NA,NA,NA,"Viola odorata","Violaceae"
"1005","Violaceae","Viola palustris L.","","Wetland",1,NA,NA,NA,NA,NA,"Viola palustris","Violaceae"
"1006","Violaceae","Viola sempervirens Greene","","Forest",2,NA,NA,NA,NA,NA,"Viola sempervirens","Violaceae"
"1007","Vitaceae","Vitis labrusca L.*","","Forest",2,NA,NA,NA,NA,NA,"Vitis labrusca","Vitaceae"
"1008","Vitaceae","Vitis vinifera L.*","","Open",1,NA,NA,NA,NA,NA,"Vitis vinifera","Vitaceae"
"1009","Woodsiaceae","Woodsia oregana D.C. Eaton","ssp. oregana","Forest",1,NA,NA,NA,NA,NA,"Woodsia oregana","Woodsiaceae"
"1010","Woodsiaceae","Woodsia scopulina D.C. Eaton","ssp. laurentiana, ssp. scopulina","Forest",3,NA,NA,NA,NA,NA,"Woodsia scopulina","Woodsiaceae"
